LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Number of Lines,Impedance @ Frequency,Tolerance,DC Resistance(DCR),Current Rating,Operating Temperature
C275423,MMZ1005S102ET000,TDK,https://datasheet.lcsc.com/datasheet/pdf/4809a58093646d7c6f777b7170a7d9d9.pdf?productCode=C275423,5200,0.0165,10,10,https://www.lcsc.com/product-detail/C275423.html,0402,Tape & Reel (TR),1,1kΩ@100MHz,±25%,1Ω,250mA,-55℃~+125℃
C2661522,KMZ1608AHR252BTD25,TDK,https://datasheet.lcsc.com/datasheet/pdf/652f81a951ad59080de91844b6f5bb21.pdf?productCode=C2661522,5190,0.0717,10,10,https://www.lcsc.com/product-detail/C2661522.html,0603,Tape & Reel (TR),1,2.5kΩ@100MHz,±25%,800mΩ,200mA,-55℃~+150℃
C333843,BLM18BD470SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/dc7d5f735dc17c847af3b99cbb89c5f7.pdf?productCode=C333843,5150,0.0215,50,50,https://www.lcsc.com/product-detail/C333843.html,0603,Tape & Reel (TR),1,47Ω@100MHz,±25%,300mΩ,500mA,-55℃~+125℃
C5374773,BLM21SP181SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/b95f8a3bcc8919b5f4c3278f6a1997a1.pdf?productCode=C5374773,5125,0.3217,5,5,https://www.lcsc.com/product-detail/C5374773.html,0805,Tape & Reel (TR),1,180Ω@100MHz,±25%,20mΩ,4A,-55℃~+125℃
C596493,BLM18KG300TZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/275d6a6b9900489555a262315b27af2d.pdf?productCode=C596493,5100,0.0407,20,20,https://www.lcsc.com/product-detail/C596493.html,0603,Tape & Reel (TR),1,30Ω@100MHz,±25%,10mΩ,5A,-55℃~+125℃
C710336,BLM15BX601SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/eecb60affbcec3118992992ed92c5a45.pdf?productCode=C710336,5050,0.0133,50,50,https://www.lcsc.com/product-detail/C710336.html,0402,Tape & Reel (TR),1,600Ω@100MHz,±25%,460mΩ,350mA,-55℃~+125℃
C437403,BLM18HE152SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/210231e81ccd85191206dc40cd6475a9.pdf?productCode=C437403,4880,0.1732,5,5,https://www.lcsc.com/product-detail/C437403.html,0603,Tape & Reel (TR),1,1.5kΩ@100MHz,±25%,500mΩ,500mA,-55℃~+125℃
C1533898,NFZ15SG152SN10D,muRata,https://datasheet.lcsc.com/datasheet/pdf/c5eb2ab63e31dac1cfd52cdbf8919cc7.pdf?productCode=C1533898,4860,0.0501,10,10,https://www.lcsc.com/product-detail/C1533898.html,0402,Tape & Reel (TR),1,1.5kΩ@900MHz,-,800mΩ,400mA,-40℃~+85℃
C2162867,MAF1608GAD121LTAH0,TDK,https://datasheet.lcsc.com/datasheet/pdf/77e6d2435015be9afe1feb441b9f1e64.pdf?productCode=C2162867,4670,0.0755,5,5,https://www.lcsc.com/product-detail/C2162867.html,0603,Tape & Reel (TR),1,20Ω@100MHz,±25%,27mΩ,3.2A,-55℃~+125℃
C85817,BLM15BB121SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f85b01b3a1a015a5ec4a9f03876e0063.pdf?productCode=C85817,4500,0.0229,50,50,https://www.lcsc.com/product-detail/C85817.html,0402,Tape & Reel (TR),1,120Ω@100MHz,±25%,550mΩ,300mA,-55℃~+125℃
C845115,ILBB0805ER601V,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/2e6c25fe0a8bd056fe8b50c71cffe1b2.pdf?productCode=C845115,4455,0.0789,5,5,https://www.lcsc.com/product-detail/C845115.html,0805,Tape & Reel (TR),1,600Ω@100MHz,±25%,60mΩ,600mA,-55℃~+125℃
C2661785,BLM21SP700BH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/61464ca67e4b0a586f0e99137a9c8998.pdf?productCode=C2661785,4454,0.4686,1,1,https://www.lcsc.com/product-detail/C2661785.html,0805,Tape & Reel (TR),1,70Ω@100MHz,±25%,9mΩ,6A,-55℃~+150℃
C710362,BLM18EG121SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f67c328301c24fea5f49adbfba9f8f6c.pdf?productCode=C710362,4430,0.0601,10,10,https://www.lcsc.com/product-detail/C710362.html,0603,Tape & Reel (TR),1,120Ω@100MHz,±25%,40mΩ,2A,-55℃~+125℃
C85838,BLM21BD222TN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/1addff62e5484bf39ea4690b7cc5dd21.pdf?productCode=C85838,4400,0.0898,10,10,https://www.lcsc.com/product-detail/C85838.html,0805,Tape & Reel (TR),1,2.2kΩ@100MHz,±25%,600mΩ,200mA,-55℃~+125℃
C2661569,BLM21SP102SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/cfbceffba2eb94875276429b63ca4c06.pdf?productCode=C2661569,4350,0.2675,5,5,https://www.lcsc.com/product-detail/C2661569.html,0805,Tape & Reel (TR),1,1kΩ@100MHz,±25%,120mΩ,1.6A,-55℃~+125℃
C2661786,BLM21SP181SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/e72897644c45480e695c51ad30d84326.pdf?productCode=C2661786,4315,0.3505,5,5,https://www.lcsc.com/product-detail/C2661786.html,0805,Tape & Reel (TR),1,180Ω@100MHz,±25%,20mΩ,4A,-55℃~+125℃
C3717088,BLM18DN601SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/a3d0bc4b60e82dab96975ef0b4bf6d73.pdf?productCode=C3717088,4305,0.3843,5,5,https://www.lcsc.com/product-detail/C3717088.html,0603,Tape & Reel (TR),1,600Ω@100MHz,±30%,435mΩ,700mA,-55℃~+125℃
C160972,BLM15PD800SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/5e17a199c86c0cc8c9743d2a7d08cd35.pdf?productCode=C160972,4300,0.0107,50,50,https://www.lcsc.com/product-detail/C160972.html,0402,Tape & Reel (TR),1,80Ω@100MHz,±25%,70mΩ,1.5A,-55℃~+125℃
C113034,BLM21AJ601SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/df08eec88affe6aa11195ded3a1b0588.pdf?productCode=C113034,4260,0.0603,10,10,https://www.lcsc.com/product-detail/C113034.html,0805,Tape & Reel (TR),1,600Ω@100MHz,±25%,1.1Ω,200mA,-55℃~+125℃
C882960,BLM15PD300SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/591278f9db9323f6db87007af38b007b.pdf?productCode=C882960,4250,0.0224,50,50,https://www.lcsc.com/product-detail/C882960.html,0402,Tape & Reel (TR),1,30Ω@100MHz,±25%,35mΩ,2.2A,-55℃~+125℃
C527985,BLM15AG700SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/5cc10378604c3655e7477a7689c6f5cd.pdf?productCode=C527985,4250,0.0127,50,50,https://www.lcsc.com/product-detail/C527985.html,0402,Tape & Reel (TR),1,70Ω@100MHz,±25%,150mΩ,500mA,-55℃~+125℃
C524528,BLM18AG102BH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/0b4a23897cfbfcb266e74774e445a0ee.pdf?productCode=C524528,4220,0.0456,20,20,https://www.lcsc.com/product-detail/C524528.html,0603,Tape & Reel (TR),1,1kΩ@100MHz,±25%,500mΩ,450mA,-55℃~+150℃
C3764418,BLM15PE601SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/d12c04bbd2c2d6885be3ff9ad21057d0.pdf?productCode=C3764418,4180,0.0304,20,20,https://www.lcsc.com/product-detail/C3764418.html,0402,Tape & Reel (TR),1,600Ω@100MHz,±25%,400mΩ,700mA,-55℃~+125℃
C354394,BLM18PG121SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f7ab88246111b2e9e57c070fda380180.pdf?productCode=C354394,4160,0.0300,20,20,https://www.lcsc.com/product-detail/C354394.html,0603,Tape & Reel (TR),1,120Ω@100MHz,±25%,50mΩ,2A,-55℃~+125℃
C1512133,BLM18SP601SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/c2ce8d9b6a83440f36dd37f39e8c9489.pdf?productCode=C1512133,4150,0.2127,5,5,https://www.lcsc.com/product-detail/C1512133.html,0603,Tape & Reel (TR),1,600Ω@100MHz,±25%,140mΩ,1.5A,-55℃~+125℃
C26836726,BBPY00100505121Y00,PULSE,https://datasheet.lcsc.com/datasheet/pdf/17994b0c6c51621628fca62cc47cf752.pdf?productCode=C26836726,4140,0.0291,20,20,https://www.lcsc.com/product-detail/C26836726.html,0402,Tape & Reel (TR),-,120Ω@100MHz,±25%,90mΩ,1.4A,-55℃~+125℃
C3716810,BLM15PE221SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/d12c04bbd2c2d6885be3ff9ad21057d0.pdf?productCode=C3716810,4080,0.0339,20,20,https://www.lcsc.com/product-detail/C3716810.html,0402,Tape & Reel (TR),1,220Ω@100MHz,±25%,170mΩ,1.1A,-55℃~+125℃
C3764477,BLM18SP221SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/b0420d09ed33c828d6e8ff1ec1ff38fb.pdf?productCode=C3764477,4030,0.1556,5,5,https://www.lcsc.com/product-detail/C3764477.html,0603,Tape & Reel (TR),1,220Ω@100MHz,±25%,40mΩ,1.9A,-55℃~+125℃
C160980,BLM18HK601SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/2f82b35c4cf051a1d6cd28b95b66d0d6.pdf?productCode=C160980,4020,0.0485,10,10,https://www.lcsc.com/product-detail/C160980.html,0603,Tape & Reel (TR),1,600Ω@100MHz,±25%,900mΩ,100mA,-55℃~+125℃
C5558745,BLM21SP331BH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/b2aea856254628cd2eb16f480d37fe06.pdf?productCode=C5558745,4010,0.3951,5,5,https://www.lcsc.com/product-detail/C5558745.html,0805,Tape & Reel (TR),1,330Ω@100MHz,±25%,40mΩ,2.8A,-55℃~+150℃
C3716689,BLM18AG221BH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/084f6550f85a6967bdddbcb0ff7816e4.pdf?productCode=C3716689,4000,0.0446,10,10,https://www.lcsc.com/product-detail/C3716689.html,0603,Tape & Reel (TR),1,220Ω@100MHz,±25%,250mΩ,700mA,-55℃~+150℃
C2661621,ILBB0603ER601V,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/b442b06571b434efb3a2ec0f70ccb9c8.pdf?productCode=C2661621,4000,0.0539,10,10,https://www.lcsc.com/product-detail/C2661621.html,0603,Tape & Reel (TR),1,600Ω@100MHz,±25%,450mΩ,100mA,-55℃~+125℃
C913680,BLM18BA470SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/6b2557e95925e06168b0227db5f2f078.pdf?productCode=C913680,4000,0.0249,20,20,https://www.lcsc.com/product-detail/C913680.html,0603,Tape & Reel (TR),1,47Ω@100MHz,±25%,550mΩ,300mA,-55℃~+125℃
C710366,BLM18EG471SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f67c328301c24fea5f49adbfba9f8f6c.pdf?productCode=C710366,4000,0.0968,5,5,https://www.lcsc.com/product-detail/C710366.html,0603,Tape & Reel (TR),1,470Ω@100MHz,±25%,210mΩ,500mA,-55℃~+125℃
C85829,BLM18HG471SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/2f82b35c4cf051a1d6cd28b95b66d0d6.pdf?productCode=C85829,3980,0.0346,20,20,https://www.lcsc.com/product-detail/C85829.html,0603,Tape & Reel (TR),1,470Ω@100MHz,±25%,850mΩ,200mA,-55℃~+125℃
C2661717,BLM21AG471SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/75ddaa75c3e0197d894f80e0f4cbbf36.pdf?productCode=C2661717,3970,0.1285,5,5,https://www.lcsc.com/product-detail/C2661717.html,0805,Tape & Reel (TR),1,470Ω@100MHz,±25%,190mΩ,700mA,-55℃~+125℃
C3717002,BLM18SP101SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/b0420d09ed33c828d6e8ff1ec1ff38fb.pdf?productCode=C3717002,3955,0.2133,5,5,https://www.lcsc.com/product-detail/C3717002.html,0603,Tape & Reel (TR),1,100Ω@100MHz,±25%,22mΩ,3.7A,-55℃~+125℃
C113018,BLM18BB470SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/138cd0d36536472da378bf00c495d8f0.pdf?productCode=C113018,3950,0.0226,50,50,https://www.lcsc.com/product-detail/C113018.html,0603,Tape & Reel (TR),1,47Ω@100MHz,±25%,250mΩ,600mA,-55℃~+125℃
C913240,MH2029-100Y,BOURNS,https://datasheet.lcsc.com/datasheet/pdf/7f0426ef046fbb06a31cef2ca0797607.pdf?productCode=C913240,3930,0.0744,5,5,https://www.lcsc.com/product-detail/C913240.html,0805,Tape & Reel (TR),-,10Ω@100MHz,±25%,10mΩ,6A,-55℃~+125℃
C2683169,KPZ1608SHR221ATD25,TDK,https://datasheet.lcsc.com/datasheet/pdf/1af8f8c605397e6b36071a20051fa325.pdf?productCode=C2683169,3910,0.0994,5,5,https://www.lcsc.com/product-detail/C2683169.html,0603,Tape & Reel (TR),1,220Ω@100MHz,±25%,50mΩ,2.2A,-55℃~+150℃
C307687,MAF1608GAD471CT000,TDK,https://datasheet.lcsc.com/datasheet/pdf/77e6d2435015be9afe1feb441b9f1e64.pdf?productCode=C307687,3910,0.0570,10,10,https://www.lcsc.com/product-detail/C307687.html,0603,Tape & Reel (TR),1,60Ω@100MHz,±25%,75mΩ,1.6A,-55℃~+125℃
C710330,BLM15AX601SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/40e60f8537126a31d49777ebc6c609ca.pdf?productCode=C710330,3900,0.0129,50,50,https://www.lcsc.com/product-detail/C710330.html,0402,Tape & Reel (TR),1,600Ω@100MHz,±25%,340mΩ,500mA,-55℃~+125℃
C3716513,BLM18DN601SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/54c63e617e2287077e0118b8fbb0bf03.pdf?productCode=C3716513,3895,0.2528,5,5,https://www.lcsc.com/product-detail/C3716513.html,0603,Tape & Reel (TR),1,600Ω@100MHz,±30%,435mΩ,700mA,-55℃~+125℃
C2661790,BLM21SP700SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/831d6723d06db36eecd9b540c61ce6b0.pdf?productCode=C2661790,3880,0.2509,5,5,https://www.lcsc.com/product-detail/C2661790.html,0805,Tape & Reel (TR),1,70Ω@100MHz,±25%,9mΩ,6A,-55℃~+125℃
C710385,BLM18PG300SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/602e8b5d7e1ea5bc4b7f63c9b2318323.pdf?productCode=C710385,3860,0.0371,20,20,https://www.lcsc.com/product-detail/C710385.html,0603,Tape & Reel (TR),1,30Ω@100MHz,±25%,50mΩ,1A,-55℃~+125℃
C437401,BLM18HB221SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/476f686779b44f53bd654ea49b9039f6.pdf?productCode=C437401,3860,0.0325,20,20,https://www.lcsc.com/product-detail/C437401.html,0603,Tape & Reel (TR),1,220Ω@100MHz,±25%,800mΩ,100mA,-55℃~+125℃
C1534017,MH2029-401Y,BOURNS,https://datasheet.lcsc.com/datasheet/pdf/7f0426ef046fbb06a31cef2ca0797607.pdf?productCode=C1534017,3840,0.0699,10,10,https://www.lcsc.com/product-detail/C1534017.html,0805,Tape & Reel (TR),1,400Ω@100MHz,±25%,100mΩ,2A,-55℃~+125℃
C88977,BLM18GG471SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/ee38823850ea73b0d774dcbfb2bbd982.pdf?productCode=C88977,3835,0.1655,5,5,https://www.lcsc.com/product-detail/C88977.html,0603,Tape & Reel (TR),1,470Ω@100MHz,±25%,1.3Ω,200mA,-55℃~+125℃
C710382,BLM18KG700TZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/275d6a6b9900489555a262315b27af2d.pdf?productCode=C710382,3820,0.0346,20,20,https://www.lcsc.com/product-detail/C710382.html,0603,Tape & Reel (TR),1,70Ω@100MHz,±25%,22mΩ,3.5A,-55℃~+125℃
C882978,BLM18HE601SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/7b182db96e8c4f160ec25cc6629d2329.pdf?productCode=C882978,3810,0.0865,10,10,https://www.lcsc.com/product-detail/C882978.html,0603,Tape & Reel (TR),1,600Ω@100MHz,±25%,250mΩ,800mA,-55℃~+125℃
C603119,BLM21BD221SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/1addff62e5484bf39ea4690b7cc5dd21.pdf?productCode=C603119,3810,0.0972,5,5,https://www.lcsc.com/product-detail/C603119.html,0805,Tape & Reel (TR),1,220Ω@100MHz,±25%,250mΩ,350mA,-55℃~+125℃
C2661831,MMZ1608Y471BTD25,TDK,https://datasheet.lcsc.com/datasheet/pdf/fab8d2d2124d001f5f7e194a14e1d56a.pdf?productCode=C2661831,3800,0.0079,50,50,https://www.lcsc.com/product-detail/C2661831.html,0603,Tape & Reel (TR),1,470Ω@100MHz,±25%,350mΩ,500mA,
C1235311,BLM18BD421SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/c2ce8d9b6a83440f36dd37f39e8c9489.pdf?productCode=C1235311,3800,0.0148,50,50,https://www.lcsc.com/product-detail/C1235311.html,0603,Tape & Reel (TR),1,420Ω@100MHz,±25%,550mΩ,250mA,-55℃~+125℃
C88985,BLM18PG600SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f9d655b7dc0e0bc3b6a0662be8abbf80.pdf?productCode=C88985,3800,0.0446,20,20,https://www.lcsc.com/product-detail/C88985.html,0603,Tape & Reel (TR),1,60Ω@100MHz,±25%,100mΩ,1A,-55℃~+125℃
C1533863,BLM18BD222BH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/0b4a23897cfbfcb266e74774e445a0ee.pdf?productCode=C1533863,3780,0.0303,20,20,https://www.lcsc.com/product-detail/C1533863.html,0603,Tape & Reel (TR),1,2.2kΩ@100MHz,±25%,1.5Ω,150mA,-55℃~+150℃
C338243,NFZ15SG262SN10D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f96a0b7c36030ecfa285a40f6ef99b38.pdf?productCode=C338243,3780,0.0603,10,10,https://www.lcsc.com/product-detail/C338243.html,0402,Tape & Reel (TR),1,2.6kΩ@900MHz,-,800mΩ,350mA,-40℃~+85℃
C237533,BLM18RK121SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/cfa773c12ded7d405e9cd552f012ae14.pdf?productCode=C237533,3780,0.0502,20,20,https://www.lcsc.com/product-detail/C237533.html,0603,Tape & Reel (TR),1,120Ω@100MHz,±25%,250mΩ,200mA,-55℃~+125℃
C703137,BLM21SN300SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/6c8d46569502437c5685aac541343a02.pdf?productCode=C703137,3770,0.2276,5,5,https://www.lcsc.com/product-detail/C703137.html,0805,Tape & Reel (TR),1,30Ω@100MHz,-,4mΩ,8.5A,-55℃~+125℃
C432982,KMZ1608YHR601BTD25,TDK,https://datasheet.lcsc.com/datasheet/pdf/652f81a951ad59080de91844b6f5bb21.pdf?productCode=C432982,3755,0.0823,5,5,https://www.lcsc.com/product-detail/C432982.html,0603,Tape & Reel (TR),1,600Ω@100MHz,±25%,400mΩ,500mA,-55℃~+150℃
C42271794,BLM21PG102SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/cc3320cc5ae104a9a8bdc79a4d6b2654.pdf?productCode=C42271794,3750,0.0479,10,10,https://www.lcsc.com/product-detail/C42271794.html,0805,Tape & Reel (TR),1,1kΩ@100MHz,±25%,200mΩ,1.15A,-55℃~+125℃
C76808,MMZ1608D500CTAH0,TDK,https://datasheet.lcsc.com/datasheet/pdf/87432f053e79e0383615d7ea0c5b69df.pdf?productCode=C76808,3750,0.0157,50,50,https://www.lcsc.com/product-detail/C76808.html,0603,Tape & Reel (TR),1,50Ω@100MHz,±25%,250mΩ,500mA,-55℃~+125℃
C2661536,BLM18BB221SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/c2ce8d9b6a83440f36dd37f39e8c9489.pdf?productCode=C2661536,3720,0.0218,20,20,https://www.lcsc.com/product-detail/C2661536.html,0603,Tape & Reel (TR),1,220Ω@100MHz,±25%,450mΩ,450mA,-55℃~+125℃
C341664,BLM21PG220SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/754b1a850166e3c43c7407c11f4102df.pdf?productCode=C341664,3700,0.0544,20,20,https://www.lcsc.com/product-detail/C341664.html,0805,Tape & Reel (TR),1,22Ω@100MHz,±25%,9mΩ,6A,-55℃~+125℃
C2683172,MMZ1005Y182CT000,TDK,https://datasheet.lcsc.com/datasheet/pdf/5cb64914119eac12dd818df36ace095d.pdf?productCode=C2683172,3660,0.0137,10,10,https://www.lcsc.com/product-detail/C2683172.html,0402,Tape & Reel (TR),1,1.8kΩ@100MHz,±25%,850mΩ,150mA,-55℃~+125℃
C87553,MMZ1608Y600BTA00,TDK,https://datasheet.lcsc.com/datasheet/pdf/87432f053e79e0383615d7ea0c5b69df.pdf?productCode=C87553,3650,0.0167,50,50,https://www.lcsc.com/product-detail/C87553.html,0603,Tape & Reel (TR),1,60Ω@100MHz,±25%,150mΩ,500mA,-55℃~+125℃
C3716677,BLM21SP601SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/9ecd2e0b84eca2c098a747dd17377ee8.pdf?productCode=C3716677,3630,0.2629,5,5,https://www.lcsc.com/product-detail/C3716677.html,0805,Tape & Reel (TR),1,600Ω@100MHz,±25%,60mΩ,2.3A,-55℃~+125℃
C710349,BLM18AG121BH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/0b4a23897cfbfcb266e74774e445a0ee.pdf?productCode=C710349,3620,0.0405,10,10,https://www.lcsc.com/product-detail/C710349.html,0603,Tape & Reel (TR),1,120Ω@100MHz,±25%,180mΩ,800mA,-55℃~+150℃
C341661,BLM18HE601SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/210231e81ccd85191206dc40cd6475a9.pdf?productCode=C341661,3610,0.0901,5,5,https://www.lcsc.com/product-detail/C341661.html,0603,Tape & Reel (TR),1,600Ω@100MHz,±25%,250mΩ,800mA,-55℃~+125℃
C3716747,BLM18SP300SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/337807ca40992a240f9d70e3d4214bf1.pdf?productCode=C3716747,3605,0.1240,5,5,https://www.lcsc.com/product-detail/C3716747.html,0603,Tape & Reel (TR),1,30Ω@100MHz,±10%,8mΩ,6A,-55℃~+125℃
C2661817,BLM15EG121SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/a7cafff12cf854981e09cefab0b8882a.pdf?productCode=C2661817,3600,0.0803,10,10,https://www.lcsc.com/product-detail/C2661817.html,0402,Tape & Reel (TR),1,120Ω@100MHz,±25%,95mΩ,1.5A,-55℃~+125℃
