LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Number of Lines,Impedance @ Frequency,Tolerance,DC Resistance(DCR),Current Rating,Operating Temperature
C527979,BLM18HG102SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/4da4ddc10286ebc40a4f884e0b0a6145.pdf?productCode=C527979,1740,0.0339,20,20,https://www.lcsc.com/product-detail/C527979.html,0603,Tape & Reel (TR),1,1kΩ@100MHz,±25%,1.6Ω,100mA,-55℃~+125℃
C710377,BLM18KG331SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/602e8b5d7e1ea5bc4b7f63c9b2318323.pdf?productCode=C710377,1700,0.0177,50,50,https://www.lcsc.com/product-detail/C710377.html,0603,Tape & Reel (TR),1,330Ω@100MHz,±25%,80mΩ,1.7A,-55℃~+125℃
C2661673,BLM15PX330SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/40e60f8537126a31d49777ebc6c609ca.pdf?productCode=C2661673,1680,0.1647,5,5,https://www.lcsc.com/product-detail/C2661673.html,0402,Tape & Reel (TR),1,33Ω@100MHz,±25%,22mΩ,3A,-55℃~+125℃
C165809,MPZ1005S600CTD25,TDK,https://datasheet.lcsc.com/datasheet/pdf/f3f9f00dc17a4e4a57d5507b658c8475.pdf?productCode=C165809,1680,0.0252,20,20,https://www.lcsc.com/product-detail/C165809.html,0402,Tape & Reel (TR),1,60Ω@100MHz,±25%,60mΩ,1.5A,-55℃~+125℃
C341662,BLM21BB221SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/771c485e4f09c844dc136cb32ba5316c.pdf?productCode=C341662,1670,0.0772,10,10,https://www.lcsc.com/product-detail/C341662.html,0805,Tape & Reel (TR),1,220Ω@100MHz,±25%,260mΩ,500mA,-55℃~+125℃
C882970,BLM15PX330SN1D11,muRata,https://datasheet.lcsc.com/datasheet/pdf/e75043babdebbe8ca9dd2e0ea70ebad9.pdf?productCode=C882970,1650,0.0145,50,50,https://www.lcsc.com/product-detail/C882970.html,0402,Tape & Reel (TR),1,33Ω@100MHz,±25%,22mΩ,3A,
C437408,BLM21BD102SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/2b9f35c7e82519eec2c7437ad76c70ed.pdf?productCode=C437408,1650,0.0908,10,10,https://www.lcsc.com/product-detail/C437408.html,0805,Tape & Reel (TR),1,1kΩ@100MHz,±25%,400mΩ,250mA,-55℃~+125℃
C88987,BLM18RK601SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/2d503a4b167da9bb5d0eb4a3fa711314.pdf?productCode=C88987,1650,0.0243,50,50,https://www.lcsc.com/product-detail/C88987.html,0603,Tape & Reel (TR),1,600Ω@100MHz,±25%,600mΩ,200mA,-55℃~+125℃
C3716757,BLM21PG331BH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/c089ea6e51d42074abe256a01cd45696.pdf?productCode=C3716757,1630,0.1361,5,5,https://www.lcsc.com/product-detail/C3716757.html,0805,Tape & Reel (TR),1,330Ω@100MHz,±25%,70mΩ,1A,-55℃~+150℃
C2661532,MPZ1005S121ETD25,TDK,https://datasheet.lcsc.com/datasheet/pdf/5eecdb70d24b990a6352139cb8b9e378.pdf?productCode=C2661532,1620,0.0225,20,20,https://www.lcsc.com/product-detail/C2661532.html,0402,Tape & Reel (TR),1,120Ω@100MHz,±25%,95mΩ,1.5A,-55℃~+125℃
C426644,BLM21AG331SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/875d79ad1f1753e1dfea7d662c38be4c.pdf?productCode=C426644,1615,0.1021,5,5,https://www.lcsc.com/product-detail/C426644.html,0805,Tape & Reel (TR),1,330Ω@100MHz,±25%,150mΩ,800mA,-55℃~+125℃
C404693,MMZ1005S121CTD25,TDK,https://datasheet.lcsc.com/datasheet/pdf/a624fe9bbcfa218798e6d6b222dc314e.pdf?productCode=C404693,1600,0.0296,20,20,https://www.lcsc.com/product-detail/C404693.html,0402,Tape & Reel (TR),1,120Ω@100MHz,±25%,220mΩ,500mA,-55℃~+125℃
C710341,BLM15HG102BH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/d9853a0f03a2c5a9b07b3d67ec2f32af.pdf?productCode=C710341,1500,0.0312,20,20,https://www.lcsc.com/product-detail/C710341.html,0402,Tape & Reel (TR),1,1kΩ@100MHz,±25%,1.1Ω,250mA,-55℃~+150℃
C82880,BLM15BB750SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f85b01b3a1a015a5ec4a9f03876e0063.pdf?productCode=C82880,1500,0.0072,100,100,https://www.lcsc.com/product-detail/C82880.html,0402,Tape & Reel (TR),1,75Ω@100MHz,±25%,400mΩ,300mA,-55℃~+125℃
C7509786,BLM15PX121BH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/e1cb09a45c786bd09f4eee4a59fa8340.pdf?productCode=C7509786,1490,0.1808,5,5,https://www.lcsc.com/product-detail/C7509786.html,0402,Tape & Reel (TR),1,120Ω@100MHz,±25%,55mΩ,2A,-55℃~+150℃
C180490,BLM18EG601SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f964a0acf2a534f0132d44e0e9bb0469.pdf?productCode=C180490,1490,0.1074,10,10,https://www.lcsc.com/product-detail/C180490.html,0603,Tape & Reel (TR),1,600Ω@100MHz,±25%,350mΩ,2A,-55℃~+125℃
