LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Frequency,Frequency Stability,Normal temperature Frequency Tolerance,Output Type,Voltage - Supply,Current - Supply,Operating Temperature,Load Capacitance,Equivalent Series Resistance(ESR)
C49329888,XTM20026000NT00351001,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/fb9cdf0764a7fd64af68f813a9470953.pdf?productCode=C49329888,2970,0.0761,5,5,https://www.lcsc.com/product-detail/C49329888.html,SMD2016-4P,Tape & Reel (TR),26MHz,±10ppm,±10ppm,,,,-20℃~+70℃,7.5pF,60Ω
C20623597,SX20Y025000BA1T005,TKD,https://datasheet.lcsc.com/datasheet/pdf/60dec8623a2cccf96bd61d5c5235ded6.pdf?productCode=C20623597,2970,0.0712,10,10,https://www.lcsc.com/product-detail/C20623597.html,SMD2016-4P,Tape & Reel (TR),25MHz,,±10ppm,,,,-40℃~+85℃,10pF,60Ω
C7423056,L214S320D11L,Lucki,https://datasheet.lcsc.com/datasheet/pdf/b9445bcbc2482324790094c3a429ba06.pdf?productCode=C7423056,2970,0.0934,5,5,https://www.lcsc.com/product-detail/C7423056.html,SMD2016-4P,Tape & Reel (TR),32MHz,,±10ppm,,,,-40℃~+85℃,8pF,35Ω
C7294700,CN4040M00009001,huaxindianzi,https://datasheet.lcsc.com/datasheet/pdf/02cf683e7e8f122b4ad26a8ff307a432.pdf?productCode=C7294700,2970,0.0901,5,5,https://www.lcsc.com/product-detail/C7294700.html,SMD2016-4P,Tape & Reel (TR),40MHz,±30ppm,±10ppm,,,,-40℃~+85℃,9pF,60Ω
C54561088,SF32CK32768B31T002,TKD,https://datasheet.lcsc.com/datasheet/pdf/e75d9da7bd59c88c4263d215e6a9100e.pdf?productCode=C54561088,2967,0.5515,1,1,https://www.lcsc.com/product-detail/C54561088.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,,±10ppm,,,,-40℃~+85℃,12.5pF,80kΩ
C46594475,7LC32768F06UC,SJK,https://datasheet.lcsc.com/datasheet/pdf/5b2c65726cb2f3e7cf07358ada7c2382.pdf?productCode=C46594475,2967,0.4995,1,1,https://www.lcsc.com/product-detail/C46594475.html,SMD3215-2P,Tape & Reel (TR),32.768kHz,,±20ppm,,,,-40℃~+85℃,20pF,70kΩ
C53132214,SCDYS48X00000LJPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132214,2965,0.0772,5,5,https://www.lcsc.com/product-detail/C53132214.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C41369865,SX1B19.200F0810F30,SCTF,https://datasheet.lcsc.com/datasheet/pdf/13229e0c60531151aa04379404d8b21a.pdf?productCode=C41369865,2965,0.0968,5,5,https://www.lcsc.com/product-detail/C41369865.html,SMD2016-4P,Tape & Reel (TR),19.2MHz,±30ppm,±10ppm,,,,-40℃~+85℃,8pF,200Ω
C7206335,RU19200012,TROQ,https://datasheet.lcsc.com/datasheet/pdf/88ee7a03fed7469021e89549d03cec09.pdf?productCode=C7206335,2965,0.4675,1,1,https://www.lcsc.com/product-detail/C7206335.html,SMD2016-4P,Tape & Reel (TR),19.2MHz,,±25ppm,,,,-20℃~+70℃,15pF,
C42464328,XOS20020000CT00351005,TOGNJING,https://datasheet.lcsc.com/datasheet/pdf/520e0007995304d68afc02d6c8d28772.pdf?productCode=C42464328,2962,0.4056,1,1,https://www.lcsc.com/product-detail/C42464328.html,SMD2016-4P,Tape & Reel (TR),20MHz,±20ppm,±10ppm,CMOS,1.8V~3.3V,5mA,-40℃~+85℃,,
C53222447,SCDYS24X00000ELPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53222447,2960,0.0629,10,10,https://www.lcsc.com/product-detail/C53222447.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C53132213,SCDYS40X00000YWPM,SOSET,https://datasheet.lcsc.com/datasheet/pdf/271915952071f607080cfb3b431d4e61.pdf?productCode=C53132213,2960,0.0625,10,10,https://www.lcsc.com/product-detail/C53132213.html,SMD2016-4P,Tape & Reel (TR),,,,,,,,,
C20623617,SX20Y050000BA1T007,TKD,https://datasheet.lcsc.com/datasheet/pdf/c8d5b6d3babbecc9750f2349f549cbac.pdf?productCode=C20623617,2960,0.1144,5,5,https://www.lcsc.com/product-detail/C20623617.html,SMD2016-4P,Tape & Reel (TR),50MHz,,±10ppm,,,,-30℃~+85℃,10pF,40Ω
C7301942,SX1B24.576F1010F30,SCTF,https://datasheet.lcsc.com/datasheet/pdf/13229e0c60531151aa04379404d8b21a.pdf?productCode=C7301942,2960,0.0959,5,5,https://www.lcsc.com/product-detail/C7301942.html,SMD2016-4P,Tape & Reel (TR),24.576MHz,±30ppm,±10ppm,,,,-40℃~+85℃,10pF,80Ω
