"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Diode Configuration","Pd - Power Dissipation","Zener Voltage(Nom)","Reverse Leakage Current (Ir)","Zener Voltage(Range)","Operating Junction Temperature Range","Impedance(Zzt)","Impedance(Zzk)","Tolerance"
"C2942544","BZX84C16Q","YANGJIE","2340","20","20","https://www.lcsc.com/product-detail/C2942544.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","16V","100nA@11.2V","15.3V~17.1V","-55℃~+150℃","40Ω","200Ω","-"
"C2942545","BZX84C18Q","YANGJIE","1120","20","20","https://www.lcsc.com/product-detail/C2942545.html","SOT-23(TO-236)","Tape & Reel (TR)","1 Independent","350mW","18V","100nA@12.6V","16.8V~19.1V","-55℃~+150℃","45Ω","225Ω","±5%"
"C2942547","BZX84C2V4Q","YANGJIE","620","20","20","https://www.lcsc.com/product-detail/C2942547.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","2.4V","50uA@1V","2.28V~2.56V","-55℃~+150℃","5Ω","600Ω","-"
"C2942548","BZX84C39Q","YANGJIE","2460","20","20","https://www.lcsc.com/product-detail/C2942548.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","39V","100nA","37V~41V","-55℃~+150℃","130Ω","350Ω","-"
"C2942550","BZX84C3V3Q","YANGJIE","2220","20","20","https://www.lcsc.com/product-detail/C2942550.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.3V","5uA@1V","3.1V~3.5V","-55℃~+150℃","5Ω","600Ω","-"
"C2942551","BZX84C4V7Q","YANGJIE","2720","20","20","https://www.lcsc.com/product-detail/C2942551.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","4.7V","3uA@2V","4.4V~5V","-55℃~+150℃","80Ω","500Ω",""
"C2942552","BZX84C5V1Q","YANGJIE","340","20","20","https://www.lcsc.com/product-detail/C2942552.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.1V","2uA@2V","4.8V~5.4V","-55℃~+150℃","60Ω","480Ω","-"
"C2942553","BZX84C5V6Q","YANGJIE","1380","20","20","https://www.lcsc.com/product-detail/C2942553.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.6V","1uA@2V","5.2V~6V","-55℃~+150℃","40Ω","400Ω","-"
"C2942554","BZX84C6V8Q","YANGJIE","280","20","20","https://www.lcsc.com/product-detail/C2942554.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","6.8V","2uA","6.4V~7.2V","-55℃~+150℃","5Ω","80Ω","-"
"C2942590","MMSZ5230BQ","YANGJIE","140","20","20","https://www.lcsc.com/product-detail/C2942590.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","4.7V","5uA@2V","4.47V~4.94V","-55℃~+150℃","19Ω","1.9kΩ","±5%"
"C2942592","MMSZ5232BQ","YANGJIE","1060","20","20","https://www.lcsc.com/product-detail/C2942592.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","5.6V","5uA@3V","5.32V~5.88V","-55℃~+150℃","11Ω","1.6kΩ","±5%"
"C2942595","MMSZ5245BQ","YANGJIE","800","20","20","https://www.lcsc.com/product-detail/C2942595.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","15V","100nA@11V","14.25V~15.75V","-55℃~+150℃","16Ω","600Ω","±5%"
"C2961207","BZX84C3V0","JSCJ","2860","20","20","https://www.lcsc.com/product-detail/C2961207.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3V","10uA@1V","2.8V~3.2V","-55℃~+150℃","95Ω","600Ω","-"
"C2961220","MMSZ5246BS","JSCJ","2620","20","20","https://www.lcsc.com/product-detail/C2961220.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","16V","100nA","15.2V~16.8V","-65℃~+175℃","17Ω","-","-"
"C2974710","BZX84C75","FOSAN","200","50","50","https://www.lcsc.com/product-detail/C2974710.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","75V","50nA","70V~79V","-55℃~+125℃","150Ω","500Ω","-"
"C2975460","MMSZ5246B-TP","MCC","2620","20","20","https://www.lcsc.com/product-detail/C2975460.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","16V","100nA","-","-65℃~+150℃","17Ω","600Ω","±5%"
"C2975498","MMSZ5223B-TP","MCC","420","20","20","https://www.lcsc.com/product-detail/C2975498.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","2.7V","75uA@1V","-","-65℃~+150℃","30Ω","1.3kΩ","±5%"
"C2975584","AD-MMSZ5235B","JSCJ","940","20","20","https://www.lcsc.com/product-detail/C2975584.html","SOD-123","Tape & Reel (TR)","1 Independent","350mW","6.8V","3uA@5V","6.46V~7.14V","-55℃~+150℃","5Ω","750Ω","-"
"C2975607","AD-MMSZ5242BS","JSCJ","3040","20","20","https://www.lcsc.com/product-detail/C2975607.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","12V","1uA@9.1V","11.4V~12.6V","-55℃~+150℃","30Ω","600Ω","-"
"C2975643","AD-BZX84C24","JSCJ","600","20","20","https://www.lcsc.com/product-detail/C2975643.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","24V","100nA","22.8V~25.6V","-55℃~+150℃","70Ω","250Ω",""
"C2975658","AD-MMSZ5234BS","JSCJ","3340","20","20","https://www.lcsc.com/product-detail/C2975658.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","6.2V","5uA@4V","5.89V~6.51V","-55℃~+150℃","7Ω","1kΩ","-"
"C2975662","AD-MMSZ5232B","JSCJ","2980","20","20","https://www.lcsc.com/product-detail/C2975662.html","SOD-123","Tape & Reel (TR)","1 Independent","350mW","5.6V","5uA","5.32V~5.88V","-55℃~+150℃","11Ω","1.6kΩ","-"
"C2975677","AD-MMSZ5254B","JSCJ","880","20","20","https://www.lcsc.com/product-detail/C2975677.html","SOD-123","Tape & Reel (TR)","1 Independent","350mW","27V","100nA","25.65V~28.35V","-55℃~+150℃","41Ω","600Ω","-"
"C2975759","AD-MMSZ5229BS","JSCJ","2940","20","20","https://www.lcsc.com/product-detail/C2975759.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","4.3V","5uA@1V","4.09V~4.52V","-55℃~+150℃","22Ω","2kΩ","-"
"C2975761","AD-MMSZ5238B","JSCJ","580","20","20","https://www.lcsc.com/product-detail/C2975761.html","SOD-123","Tape & Reel (TR)","1 Independent","350mW","8.7V","3uA@6.5V","8.27V~9.14V","-55℃~+150℃","8Ω","600Ω","-"
"C2975762","AD-MMSZ5242B","JSCJ","360","20","20","https://www.lcsc.com/product-detail/C2975762.html","SOD-123","Tape & Reel (TR)","1 Independent","350mW","12V","1uA@9.1V","11.4V~12.6V","-55℃~+150℃","30Ω","600Ω","-"
"C2975763","AD-MMSZ5246B","JSCJ","240","20","20","https://www.lcsc.com/product-detail/C2975763.html","SOD-123","Tape & Reel (TR)","1 Independent","350mW","16V","100nA@12V","15.2V~16.8V","-55℃~+150℃","17Ω","600Ω","-"
"C2975764","AD-MMSZ5252BS","JSCJ","780","20","20","https://www.lcsc.com/product-detail/C2975764.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","24V","100nA@18V","22.8V~25.2V","-55℃~+150℃","33Ω","600Ω","-"
"C2975766","AD-MMSZ5254BS","JSCJ","2600","20","20","https://www.lcsc.com/product-detail/C2975766.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","27V","100nA@21V","25.65V~28.35V","-55℃~+150℃","41Ω","600Ω","-"
"C2975767","AD-MMSZ5259B","JSCJ","180","20","20","https://www.lcsc.com/product-detail/C2975767.html","SOD-123","Tape & Reel (TR)","1 Independent","350mW","39V","100nA","37.05V~40.95V","-55℃~+150℃","80Ω","800Ω","-"
"C2975768","AD-MMSZ5259BS","JSCJ","720","20","20","https://www.lcsc.com/product-detail/C2975768.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","39V","100nA","37.05V~40.95V","-55℃~+150℃","80Ω","800Ω","-"
"C2975802","AD-BZX84C27","JSCJ","2880","20","20","https://www.lcsc.com/product-detail/C2975802.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","27V","100nA@18.9V","25.1V~28.9V","-55℃~+150℃","80Ω","300Ω","-"
"C2975807","AD-BZX84C4V7","JSCJ","460","20","20","https://www.lcsc.com/product-detail/C2975807.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","4.7V","3uA@2V","4.4V~5V","-55℃~+150℃","80Ω","500Ω","-"
"C2975811","AD-BZX84C9V1","JSCJ","80","20","20","https://www.lcsc.com/product-detail/C2975811.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","9.1V","500nA@6V","8.5V~9.6V","-55℃~+150℃","15Ω","100Ω","-"
"C2978920","BZX84C4V7W-7-F","DIODES","320","10","10","https://www.lcsc.com/product-detail/C2978920.html","SOT-323","Tape & Reel (TR)","1 Independent","200mW","4.7V","3uA@2V","4.4V~5V","-65℃~+125℃","80Ω","600Ω","-"
"C2983234","MMSZ5242B","LGE","400","50","50","https://www.lcsc.com/product-detail/C2983234.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","12V","1uA@9.1V","11.4V~12.6V","-","30Ω","600Ω","-"
"C2983235","MMSZ5254B","LGE","880","20","20","https://www.lcsc.com/product-detail/C2983235.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","27V","100nA@21V","25.65V~28.35V","-","41Ω","600Ω","-"
"C2986569","BZX84C6V2-HAF","ST(Semtech)","2800","20","20","https://www.lcsc.com/product-detail/C2986569.html","TO-236","Tape & Reel (TR)","1 Independent","350mW","6.2V","3uA@4V","5.8V~6.6V","-65℃~+150℃","10Ω","-","-"
"C2987012","MMSZ5223B-7-F","DIODES","740","10","10","https://www.lcsc.com/product-detail/C2987012.html","SOD-123","Tape & Reel (TR)","1 Independent","370mW","2.7V","75uA@1V","2.57V~2.84V","-65℃~+150℃","30Ω","1.3kΩ",""
"C2988403","BZX84C10T-7-F","DIODES","100","10","10","https://www.lcsc.com/product-detail/C2988403.html","SOT-523","Tape & Reel (TR)","1 Independent","150mW","10V","200nA@7V","9.4V~10.6V","","20Ω","100Ω",""
"C2991941","MMSZ5253B","JSCJ","440","20","20","https://www.lcsc.com/product-detail/C2991941.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","25V","100nA","23.75V~26.25V","-55℃~+150℃","35Ω","600Ω","-"
"C2991989","BZX84C3V6","JSCJ","1660","20","20","https://www.lcsc.com/product-detail/C2991989.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.6V","5uA@1V","3.4V~3.8V","-55℃~+150℃","90Ω","600Ω","-"
"C2992438","BZX84C18","PANJIT","40","20","20","https://www.lcsc.com/product-detail/C2992438.html","SOT-23","Tape & Reel (TR)","1 Independent","410mW","18V","100nA@12.6V","17.1V~18.9V","-55℃~+150℃","45Ω","225Ω",""
"C2992443","MMSZ5239B","PANJIT","370","10","10","https://www.lcsc.com/product-detail/C2992443.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","9.1V","3uA@6.5V","8.65V~9.56V","-55℃~+150℃","10Ω","600Ω",""
"C2992444","BZX84C22","PANJIT","90","10","10","https://www.lcsc.com/product-detail/C2992444.html","SOT-23","Tape & Reel (TR)","1 Independent","410mW","22V","100nA@15.4V","20.9V~23.1V","-55℃~+150℃","55Ω","250Ω",""
"C2992468","BZX84C3V3","PANJIT","420","20","20","https://www.lcsc.com/product-detail/C2992468.html","SOT-23","Tape & Reel (TR)","1 Independent","410mW","3.3V","5uA@1V","3.14V~3.47V","-55℃~+150℃","95Ω","600Ω",""
"C2993093","BZX84C12","MDD(Microdiode Semiconductor)","2800","50","50","https://www.lcsc.com/product-detail/C2993093.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","11.4V","100nA@8V","12V~12.7V","-55℃~+150℃","25Ω","150Ω","-"
"C2993099","BZX84C22","MDD(Microdiode Semiconductor)","2950","50","50","https://www.lcsc.com/product-detail/C2993099.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","20.8V","100nA@15.4V","22V~23.3V","-55℃~+150℃","55Ω","250Ω","-"
"C2993101","BZX84C27","MDD(Microdiode Semiconductor)","2750","50","50","https://www.lcsc.com/product-detail/C2993101.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","25.1V","100nA@18.9V","25.1V~28.9V","-55℃~+150℃","80Ω","300Ω","-"
"C2993106","BZX84C36","MDD(Microdiode Semiconductor)","2000","50","50","https://www.lcsc.com/product-detail/C2993106.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","36V","100nA@25.2V","36V~38V","-55℃~+150℃","90Ω","350Ω","-"
"C2993107","BZX84C39","MDD(Microdiode Semiconductor)","2500","50","50","https://www.lcsc.com/product-detail/C2993107.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","37V","100nA@27.3V","39V~41V","-55℃~+150℃","130Ω","350Ω","-"
"C2993109","BZX84C3V3","MDD(Microdiode Semiconductor)","1250","50","50","https://www.lcsc.com/product-detail/C2993109.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.1V","5uA@1V","3.3V~3.5V","-55℃~+150℃","95Ω","-","-"
"C2993110","BZX84C3V6","MDD(Microdiode Semiconductor)","2650","50","50","https://www.lcsc.com/product-detail/C2993110.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.4V","5uA@1V","3.6V~3.8V","-55℃~+150℃","90Ω","-","-"
"C2993119","BZX84C9V1","MDD(Microdiode Semiconductor)","1850","50","50","https://www.lcsc.com/product-detail/C2993119.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","8.5V","500nA@6V","9.1V~9.6V","-55℃~+150℃","15Ω","100Ω","-"
"C2993558","MMSZ5221B","MDD(Microdiode Semiconductor)","2850","50","50","https://www.lcsc.com/product-detail/C2993558.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","2.4V","100uA@1V","2.28V~2.52V","-","30Ω","1.2kΩ","±5%"
"C2993574","MMSZ5240B","MDD(Microdiode Semiconductor)","200","10","10","https://www.lcsc.com/product-detail/C2993574.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","10V","3uA@8V","9.5V~10.5V","-","17Ω","600Ω","±5%"
"C2993576","MMSZ5242B","MDD(Microdiode Semiconductor)","3900","50","50","https://www.lcsc.com/product-detail/C2993576.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","12V","1uA@9.1V","11.4V~12.6V","-","30Ω","600Ω","-"
"C2993577","MMSZ5243B","MDD(Microdiode Semiconductor)","3900","50","50","https://www.lcsc.com/product-detail/C2993577.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","13V","500nA","12.35V~13.65V","-","13Ω","600Ω","±5%"
"C2993578","MMSZ5245B","MDD(Microdiode Semiconductor)","2920","20","20","https://www.lcsc.com/product-detail/C2993578.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","14.25V","100nA@11V","15V~15.75V","-","16Ω","600Ω","±5%"
"C2999076","MMSZ5240B_R1_00001","PANJIT","1940","20","20","https://www.lcsc.com/product-detail/C2999076.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","10V","3uA@8V","9.5V~10.5V","-55℃~+150℃","17Ω","600Ω",""
"C3000822","BZX84C2V4-E3-08","VISHAY","2310","10","10","https://www.lcsc.com/product-detail/C3000822.html","SOT-23","Tape & Reel (TR)","1 Independent","500mW","2.4V","50uA@1V","2.28V~2.52V","","100Ω","600Ω",""
"C3008945","BZX84C3V9-E3-08","VISHAY","2420","10","10","https://www.lcsc.com/product-detail/C3008945.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.9V","3uA@1V","3.71V~4.1V","-55℃~+150℃","90Ω","600Ω",""
"C3009003","BZX84C10-E3-08","VISHAY","235","5","5","https://www.lcsc.com/product-detail/C3009003.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","10V","200nA@7V","9.5V~10.5V","","20Ω","150Ω",""
"C3009020","BZX84C6V8-E3-08","VISHAY","2890","10","10","https://www.lcsc.com/product-detail/C3009020.html","SOT-23","Tape & Reel (TR)","1 Independent","500mW","6.8V","2uA@1V","6.46V~7.14V","","15Ω","80Ω",""
"C3009033","MMSZ5247C-HE3-08","VISHAY","995","5","5","https://www.lcsc.com/product-detail/C3009033.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","17V","100nA@13V","-","-55℃~+150℃","19Ω","600Ω","±2%"
"C3018517","MMSZ5231B","FUXINSEMI","8850","50","50","https://www.lcsc.com/product-detail/C3018517.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","5.1V","5uA","4.85V~5.36V","-55℃~+150℃","17Ω","1.6kΩ","-"
"C3018518","MMSZ5240B","FUXINSEMI","2650","50","50","https://www.lcsc.com/product-detail/C3018518.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","10V","3uA@8V","9.5V~10.5V","-55℃~+150℃","17Ω","600Ω","-"
"C3018519","MMSZ5242B","FUXINSEMI","2900","50","50","https://www.lcsc.com/product-detail/C3018519.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","12V","1uA","11.4V~12.6V","-55℃~+150℃","30Ω","600Ω","-"
"C3018520","MMSZ5245B","FUXINSEMI","2300","50","50","https://www.lcsc.com/product-detail/C3018520.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","15V","100nA@11V","14.25V~15.75V","-55℃~+150℃","16Ω","600Ω","-"
"C3028996","MMSZ5237B","DIOTEC","280","10","10","https://www.lcsc.com/product-detail/C3028996.html","SOD-123F","Tape & Reel (TR)","1 Independent","500mW","8.2V","3uA@6.5V","7.8V~8.61V","-50℃~+150℃","8Ω","-","±5%"
"C3028997","MMSZ5250B","DIOTEC","2030","10","10","https://www.lcsc.com/product-detail/C3028997.html","SOD-123F","Tape & Reel (TR)","1 Independent","500mW","20V","15uA","19V~21V","-50℃~+150℃","25Ω","-","-"
"C3028998","MMSZ5260B","DIOTEC","2780","10","10","https://www.lcsc.com/product-detail/C3028998.html","SOD-123F","Tape & Reel (TR)","1 Independent","500mW","43V","100nA@33V","40.8V~45.2V","-50℃~+150℃","93Ω","-","-"
"C3031841","MMSZ5233B","JSCJ","10420","20","20","https://www.lcsc.com/product-detail/C3031841.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","6V","5uA@3.5V","5.7V~6.3V","-55℃~+150℃","7Ω","1.6kΩ","-"
"C3031842","MMSZ5240BS","JSCJ","36820","20","20","https://www.lcsc.com/product-detail/C3031842.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","10V","3uA","9.5V~10.5V","-55℃~+150℃","17Ω","600Ω","-"
"C3031843","MMSZ5255B","JSCJ","3020","20","20","https://www.lcsc.com/product-detail/C3031843.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","28V","100nA@21V","26.6V~29.4V","-55℃~+150℃","44Ω","600Ω","-"
"C3031852","MMSZ5256BS","JSCJ","1320","20","20","https://www.lcsc.com/product-detail/C3031852.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","30V","250nA@23V","28.5V~31.5V","-55℃~+150℃","49Ω","600Ω","-"
"C3031853","MMSZ5243BS","JSCJ","320","20","20","https://www.lcsc.com/product-detail/C3031853.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","13V","500nA@9.9V","12.35V~13.65V","-55℃~+150℃","13Ω","600Ω","-"
"C3031855","MMSZ5225BS","JSCJ","1940","20","20","https://www.lcsc.com/product-detail/C3031855.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","3V","50uA@1V","2.85V~3.15V","-55℃~+150℃","30Ω","1.6kΩ","-"
"C3031861","MMSZ5235BS","JSCJ","920","20","20","https://www.lcsc.com/product-detail/C3031861.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","6.8V","3uA@5V","6.46V~7.14V","-65℃~+175℃","5Ω","750Ω","-"
"C3031864","MMSZ5229BS","JSCJ","5760","20","20","https://www.lcsc.com/product-detail/C3031864.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","4.3V","5uA@1V","4.09V~4.52V","-65℃~+175℃","22Ω","2kΩ","-"
"C3040449","BZX84C5V1","FUXINSEMI","2250","50","50","https://www.lcsc.com/product-detail/C3040449.html","SOT-23(TO-236)","Tape & Reel (TR)","1 Independent","300mW","5.1V","2uA","4.85V~5.36V","-55℃~+150℃","60Ω","480Ω","±5%"
"C3151644","MMSZ5231B-E3-08","VISHAY","2860","10","10","https://www.lcsc.com/product-detail/C3151644.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","5.1V","5uA","-","-55℃~+150℃","17Ω","1.6kΩ","±5%"
"C3728849","BZX84C5V1LYFHT116","ROHM","1360","10","10","https://www.lcsc.com/product-detail/C3728849.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","5.1V","2uA","4.8V~5.4V","-","60Ω","-","-"
"C3729116","MMSZ5226B-HE3-08","VISHAY","2855","5","5","https://www.lcsc.com/product-detail/C3729116.html","SOD-123","Tape & Reel (TR)","1 Independent","300mW","3.3V","25uA@1V","-","-55℃~+150℃","28Ω","1.6kΩ","±5%"
"C3729647","MMSZ5258B-E3-08","VISHAY","360","5","5","https://www.lcsc.com/product-detail/C3729647.html","SOD-123","Tape & Reel (TR)","1 Independent","300mW","36V","100nA@27V","-","-55℃~+150℃","70Ω","700Ω","±5%"
"C3730033","BZX84C5V6-TP","MCC","2160","20","20","https://www.lcsc.com/product-detail/C3730033.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.6V","1uA@2V","5.2V~6V","-55℃~+150℃","40Ω","400Ω","±5%"
"C3730176","BZX84C5V6","DIOTEC","100","10","10","https://www.lcsc.com/product-detail/C3730176.html","SOT-23(TO-236)","Bag-packed","1 Independent","300mW","5.6V","1uA@2V","5.2V~6V","-50℃~+150℃","-","-","±5%"
"C3731426","MMSZ5230B","DIOTEC","450","5","5","https://www.lcsc.com/product-detail/C3731426.html","SOD-123F","Bag-packed","1 Independent","500mW","4.7V","5uA@2V","4.47V~4.94V","-50℃~+150℃","19Ω","-","-"
"C3731681","MMSZ5226B-E3-08","VISHAY","2650","10","10","https://www.lcsc.com/product-detail/C3731681.html","SOD-123","Tape & Reel (TR)","1 Independent","300mW","3.3V","25uA@1V","-","-55℃~+150℃","28Ω","1.6kΩ","±5%"
"C3732668","BZX84C12VLYT116","ROHM","30","5","5","https://www.lcsc.com/product-detail/C3732668.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","12V","100nA@8V","11.4V~12.7V","-","-","-","-"
"C3733128","BZX84C3V0W-7-F","DIODES","2640","10","10","https://www.lcsc.com/product-detail/C3733128.html","SOT-323","Tape & Reel (TR)","1 Independent","200mW","3V","20uA@1V","2.8V~3.2V","-65℃~+125℃","95Ω","600Ω","-"
"C3734320","BZX84C15-G3-08","VISHAY","865","5","5","https://www.lcsc.com/product-detail/C3734320.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","15V","50nA","14.25V~15.6V","-55℃~+150℃","30Ω","200Ω","±5%"
"C3734457","BZX84C3V9LYFHT116","ROHM","100","5","5","https://www.lcsc.com/product-detail/C3734457.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","3.9V","3uA@1V","3.7V~4.1V","-","-","-","-"
"C3734655","MMSZ5225BS-7-F","DIODES","3055","5","5","https://www.lcsc.com/product-detail/C3734655.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","3V","50uA@1V","2.85V~3.15V","-65℃~+150℃","30Ω","1.6kΩ",""
"C3734704","BZX84C3V6-TP","MCC","1580","20","20","https://www.lcsc.com/product-detail/C3734704.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.6V","5uA@1V","3.4V~3.8V","-55℃~+150℃","90Ω","600Ω","±5%"
"C3734722","MMSZ5256C-E3-08","VISHAY","2470","5","5","https://www.lcsc.com/product-detail/C3734722.html","SOD-123","Tape & Reel (TR)","1 Independent","300mW","30V","100nA@23V","-","-55℃~+150℃","49Ω","600Ω","±2%"
"C3735049","BZX84C10W-7-F","DIODES","2430","5","5","https://www.lcsc.com/product-detail/C3735049.html","SOT-323","Tape & Reel (TR)","1 Independent","200mW","10V","200nA@7V","9.4V~10.6V","-65℃~+125℃","20Ω","100Ω","-"
"C3735531","BZX84C5V1","DIOTEC","30","5","5","https://www.lcsc.com/product-detail/C3735531.html","SOT-23(TO-236)","Bag-packed","1 Independent","300mW","5.1V","2uA@2V","4.8V~5.4V","-50℃~+150℃","-","-","±5%"
"C3735877","MMSZ5257B-E3-08","VISHAY","3000","10","10","https://www.lcsc.com/product-detail/C3735877.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","33V","100nA@25V","-","-55℃~+150℃","58Ω","700Ω","±5%"
"C3735949","MMSZ5246B-E3-08","VISHAY","2610","10","10","https://www.lcsc.com/product-detail/C3735949.html","SOD-123","Tape & Reel (TR)","1 Independent","300mW","16V","100nA@12V","-","-55℃~+150℃","17Ω","600Ω","±5%"
"C3737540","MMSZ5232B","DIOTEC","2710","10","10","https://www.lcsc.com/product-detail/C3737540.html","SOD-123F","Tape & Reel (TR)","1 Independent","500mW","5.6V","5uA@3V","5.32V~5.88V","-50℃~+150℃","11Ω","1.6kΩ","-"
"C3737658","BZX84C5V6-E3-08","VISHAY","290","10","10","https://www.lcsc.com/product-detail/C3737658.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","5.6V","1uA","5.32V~5.88V","-55℃~+150℃","40Ω","400Ω",""
"C3738204","MMSZ5227B-E3-08","VISHAY","3000","10","10","https://www.lcsc.com/product-detail/C3738204.html","SOD-123","Tape & Reel (TR)","1 Independent","300mW","3.6V","15uA@1V","-","-55℃~+150℃","24Ω","1.7kΩ","±5%"
"C3741520","BZX84C15VLYFHT116","ROHM","25","5","5","https://www.lcsc.com/product-detail/C3741520.html","SOT-23","Tape & Reel (TR)","","-","15V","100nA@10V","","","-","",""
"C3741646","BZX84C36-E3-08","VISHAY","2380","5","5","https://www.lcsc.com/product-detail/C3741646.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","36V","50nA@25.2V","34.2V~37.8V","-55℃~+150℃","90Ω","350Ω","±5%"
"C3742224","MMSZ5239B","DIOTEC","2820","10","10","https://www.lcsc.com/product-detail/C3742224.html","SOD-123F","Tape & Reel (TR)","1 Independent","500mW","9.1V","100nA@7V","8.65V~9.56V","-50℃~+150℃","10Ω","-","-"
"C3764126","MMSZ5244B","onsemi","311","311","311","https://www.lcsc.com/product-detail/C3764126.html","SOD-123","Bag-packed","1 Independent","500mW","14V","100nA@10V","13.3V~14.7V","-","15Ω","600Ω","±5%"
"C3765016","MMSZ5225B-E3-08","VISHAY","1250","5","5","https://www.lcsc.com/product-detail/C3765016.html","SOD-123","Tape & Reel (TR)","1 Independent","300mW","3V","50uA@1V","-","-55℃~+150℃","30Ω","1.6kΩ","±5%"
"C3765444","MMSZ5234C-E3-08","VISHAY","3000","5","5","https://www.lcsc.com/product-detail/C3765444.html","SOD-123","Tape & Reel (TR)","1 Independent","300mW","6.2V","5uA@4V","-","-55℃~+150℃","7Ω","1kΩ","±2%"
"C3765490","MMSZ5228B-E3-08","VISHAY","2990","5","5","https://www.lcsc.com/product-detail/C3765490.html","SOD-123","Tape & Reel (TR)","1 Independent","300mW","3.9V","10uA@1V","-","-55℃~+150℃","23Ω","1.9kΩ","±5%"
"C4402956","MMSZ5237BS_R1_00001","PANJIT","3980","20","20","https://www.lcsc.com/product-detail/C4402956.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","8.2V","3uA@6V","7.79V~8.61V","-55℃~+150℃","8Ω","500Ω","-"
"C4402958","MMSZ5258BS_R1_00001","PANJIT","380","20","20","https://www.lcsc.com/product-detail/C4402958.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","36V","100nA@27V","34.2V~37.8V","-55℃~+150℃","70Ω","700Ω","-"
