"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Diode Configuration","Pd - Power Dissipation","Zener Voltage(Nom)","Reverse Leakage Current (Ir)","Zener Voltage(Range)","Operating Junction Temperature Range","Impedance(Zzt)","Impedance(Zzk)","Tolerance"
"C4402959","MMSZ5259BS_R1_00001","PANJIT","3600","20","20","https://www.lcsc.com/product-detail/C4402959.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","39V","100nA@30V","37.05V~40.95V","-55℃~+150℃","80Ω","800Ω","-"
"C4749028","BZX84C11A","Jingdao Microelectronics","2000","50","50","https://www.lcsc.com/product-detail/C4749028.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","11V","100nA","10.4V~11.6V","-55℃~+150℃","30Ω","",""
"C5122800","BZX84C3V3-E3-08","VISHAY","3630","10","10","https://www.lcsc.com/product-detail/C5122800.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.3V","5uA@1V","3.14V~3.47V","","95Ω","600Ω",""
"C5137741","BZX84C10W-7-F","DIODES","2670","5","5","https://www.lcsc.com/product-detail/C5137741.html","SOT-323","Tape & Reel (TR)","1 Independent","200mW","10V","200nA@7V","9.4V~10.6V","-65℃~+125℃","20Ω","100Ω","-"
"C5139754","MMSZ5242B","DIOTEC","3240","10","10","https://www.lcsc.com/product-detail/C5139754.html","SOD-123F","Tape & Reel (TR)","1 Independent","500mW","12V","1uA@9.1V","11.4V~12.6V","-50℃~+150℃","30Ω","-","±5%"
"C5155254","BZX84C9V1A","Jingdao Microelectronics","750","50","50","https://www.lcsc.com/product-detail/C5155254.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","9.1V","500nA@6V","8.5V~9.6V","-55℃~+150℃","30Ω","-","±5%"
"C5155255","BZX84C8V2A","Jingdao Microelectronics","1400","50","50","https://www.lcsc.com/product-detail/C5155255.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","8.2V","500nA","7.7V~8.7V","-55℃~+150℃","30Ω","",""
"C5155256","BZX84C7V5A","Jingdao Microelectronics","3000","50","50","https://www.lcsc.com/product-detail/C5155256.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","7.5V","500nA","7V~7.9V","-55℃~+150℃","30Ω","",""
"C5155257","BZX84C6V8A","Jingdao Microelectronics","5050","50","50","https://www.lcsc.com/product-detail/C5155257.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","6.8V","500nA@3.5V","6.4V~7.2V","-55℃~+150℃","30Ω","",""
"C5155258","BZX84C6V2A","Jingdao Microelectronics","250","50","50","https://www.lcsc.com/product-detail/C5155258.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","6.2V","1uA@3V","5.8V~6.6V","-55℃~+150℃","50Ω","",""
"C5155259","BZX84C5V6A","Jingdao Microelectronics","350","50","50","https://www.lcsc.com/product-detail/C5155259.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.6V","1uA","5.2V~6V","-55℃~+150℃","80Ω","",""
"C5155260","BZX84C5V1A","Jingdao Microelectronics","550","50","50","https://www.lcsc.com/product-detail/C5155260.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.1V","2uA@1.5V","4.8V~5.4V","-55℃~+150℃","130Ω","-","±5%"
"C5155261","BZX84C4V7A","Jingdao Microelectronics","1950","50","50","https://www.lcsc.com/product-detail/C5155261.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","4.7V","2uA@1V","4.4V~5V","-55℃~+150℃","130Ω","",""
"C5155262","BZX84C4V3A","Jingdao Microelectronics","2450","50","50","https://www.lcsc.com/product-detail/C5155262.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","4.3V","5uA@1V","4V~4.6V","-55℃~+150℃","130Ω","",""
"C5155263","BZX84C3V9A","Jingdao Microelectronics","2150","50","50","https://www.lcsc.com/product-detail/C5155263.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.9V","5uA@1V","3.7V~4.1V","-55℃~+150℃","130Ω","",""
"C5155264","BZX84C3V6A","Jingdao Microelectronics","2000","50","50","https://www.lcsc.com/product-detail/C5155264.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.6V","10uA","3.4V~3.8V","-55℃~+150℃","130Ω","",""
"C5155265","BZX84C3V3A","Jingdao Microelectronics","750","50","50","https://www.lcsc.com/product-detail/C5155265.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.3V","20uA@1V","3.1V~3.5V","-55℃~+150℃","130Ω","",""
"C5155267","BZX84C30A","Jingdao Microelectronics","3000","50","50","https://www.lcsc.com/product-detail/C5155267.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","30V","100nA@23V","28V~32V","-55℃~+150℃","80Ω","",""
"C5155268","BZX84C2V7A","Jingdao Microelectronics","1650","50","50","https://www.lcsc.com/product-detail/C5155268.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","2.7V","120uA","2.5V~2.9V","-55℃~+150℃","110Ω","",""
"C5155269","BZX84C2V4A","Jingdao Microelectronics","2600","50","50","https://www.lcsc.com/product-detail/C5155269.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","2.4V","120uA@1V","2.28V~2.56V","-55℃~+150℃","100Ω","",""
"C5155270","BZX84C27A","Jingdao Microelectronics","3050","50","50","https://www.lcsc.com/product-detail/C5155270.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","27V","100nA@21V","25.1V~28.9V","-55℃~+150℃","70Ω","-","±5%"
"C5155271","BZX84C24A","Jingdao Microelectronics","2900","50","50","https://www.lcsc.com/product-detail/C5155271.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","24V","100nA@19V","22.8V~25.6V","-55℃~+150℃","60Ω","600Ω","±5%"
"C5155272","BZX84C22A","Jingdao Microelectronics","2800","50","50","https://www.lcsc.com/product-detail/C5155272.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","22V","100nA@17V","20.8V~23.3V","-55℃~+150℃","55Ω","",""
"C5155273","BZX84C20A","Jingdao Microelectronics","2550","50","50","https://www.lcsc.com/product-detail/C5155273.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","20V","100nA@15V","18.8V~21.2V","-55℃~+150℃","50Ω","",""
"C5155274","BZX84C18A","Jingdao Microelectronics","2850","50","50","https://www.lcsc.com/product-detail/C5155274.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","18V","100nA@13V","16.8V~19.1V","-55℃~+150℃","45Ω","-","±5%"
"C5155275","BZX84C16A","Jingdao Microelectronics","2550","50","50","https://www.lcsc.com/product-detail/C5155275.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","16V","100nA@12V","15.3V~17.1V","-55℃~+150℃","40Ω","400Ω","-"
"C5155276","BZX84C13A","Jingdao Microelectronics","400","50","50","https://www.lcsc.com/product-detail/C5155276.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","13V","100nA@10V","12.4V~14.1V","-55℃~+150℃","35Ω","-","±5%"
"C5155277","BZX84C12A","Jingdao Microelectronics","650","50","50","https://www.lcsc.com/product-detail/C5155277.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","12V","100nA@9V","11.4V~12.7V","-55℃~+150℃","35Ω","-","±5%"
"C5155278","BZX84C10A","Jingdao Microelectronics","1450","50","50","https://www.lcsc.com/product-detail/C5155278.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","10V","100nA@7V","9.4V~10.6V","-55℃~+150℃","30Ω","",""
"C5155441","BZX84C15","Slkor","1700","50","50","https://www.lcsc.com/product-detail/C5155441.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","15V","100nA","13.8V~15.6V","","30Ω","200Ω",""
"C5155442","BZX84C5V1","Slkor","100","50","50","https://www.lcsc.com/product-detail/C5155442.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","5.1V","2uA@2V","4.8V~5.4V","-","60Ω","480Ω","-"
"C5155443","BZX84C18","Slkor","100","50","50","https://www.lcsc.com/product-detail/C5155443.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","18V","100nA@12.6V","16.8V~19.1V","-","45Ω","225Ω","-"
"C5184403","BZX84C5V1","HXY MOSFET","133880","20","20","https://www.lcsc.com/product-detail/C5184403.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","5.1V","2uA@2V","4.8V~5.4V","-40℃~+125℃","60Ω","480Ω","-"
"C5190185","BZX84C2V4","Guangdong Hottech","350","50","50","https://www.lcsc.com/product-detail/C5190185.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","2.4V","50uA","2.2V~2.6V","-65℃~+150℃","100Ω","600Ω","-"
"C5190188","BZX84C3V3","Guangdong Hottech","350","50","50","https://www.lcsc.com/product-detail/C5190188.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.3V","5uA","3.1V~3.5V","-65℃~+150℃","20Ω","600Ω","-"
"C5190189","BZX84C3V6","Guangdong Hottech","6650","50","50","https://www.lcsc.com/product-detail/C5190189.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.6V","5uA@1V","3.4V~3.8V","-65℃~+150℃","90Ω","600Ω","-"
"C5190190","BZX84C3V9","Guangdong Hottech","1900","50","50","https://www.lcsc.com/product-detail/C5190190.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.9V","3uA","3.7V~4.1V","-65℃~+150℃","20Ω","600Ω","-"
"C5190191","BZX84C4V3","Guangdong Hottech","650","50","50","https://www.lcsc.com/product-detail/C5190191.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","4.3V","3uA@1V","4V~4.6V","-65℃~+150℃","20Ω","90Ω","-"
"C5190192","BZX84C4V7","Guangdong Hottech","750","50","50","https://www.lcsc.com/product-detail/C5190192.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","4.7V","3uA@2V","4.4V~5V","-65℃~+150℃","20Ω","500Ω","-"
"C5190193","BZX84C5V1","Guangdong Hottech","4450","50","50","https://www.lcsc.com/product-detail/C5190193.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.1V","20uA@2V","4.8V~5.4V","-65℃~+150℃","60Ω","480Ω","-"
"C5190194","BZX84C5V6","Guangdong Hottech","6600","50","50","https://www.lcsc.com/product-detail/C5190194.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.6V","20uA","5.2V~6V","-65℃~+150℃","20Ω","400Ω","-"
"C5190195","BZX84C6V2","Guangdong Hottech","10700","50","50","https://www.lcsc.com/product-detail/C5190195.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","6.2V","3uA","5.8V~6.6V","-65℃~+150℃","20Ω","150Ω","-"
"C5190196","BZX84C6V8","Guangdong Hottech","1550","50","50","https://www.lcsc.com/product-detail/C5190196.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","6.8V","20uA","6.4V~7.2V","-65℃~+150℃","15Ω","80Ω","-"
"C5190197","BZX84C7V5","Guangdong Hottech","150","50","50","https://www.lcsc.com/product-detail/C5190197.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","7.5V","5uA","7V~7.9V","-65℃~+150℃","15Ω","80Ω","-"
"C5190198","BZX84C8V2","Guangdong Hottech","3150","50","50","https://www.lcsc.com/product-detail/C5190198.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","8.2V","700nA","7.7V~8.7V","-65℃~+150℃","15Ω","80Ω","-"
"C5190199","BZX84C9V1","Guangdong Hottech","253700","50","50","https://www.lcsc.com/product-detail/C5190199.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","9.1V","500nA@20V","8.5V~9.6V","-65℃~+150℃","15Ω","100Ω","-"
"C5190202","BZX84C13","Guangdong Hottech","200","50","50","https://www.lcsc.com/product-detail/C5190202.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","13V","100nA","12.4V~14.1V","-65℃~+150℃","20Ω","170Ω","-"
"C5197492","MMSZ5257BQ-7-F","DIODES","2710","10","10","https://www.lcsc.com/product-detail/C5197492.html","SOD-123","Tape & Reel (TR)","1 Independent","370mW","33V","100nA@25V","31.35V~34.65V","-65℃~+150℃","58Ω","700Ω",""
"C5197494","MMSZ5235BS-7-F","DIODES","2700","10","10","https://www.lcsc.com/product-detail/C5197494.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","6.8V","3uA@5V","6.46V~7.14V","-65℃~+150℃","5Ω","750Ω",""
"C5201704","S-LBZX84C33LT1G","LRC","800","20","20","https://www.lcsc.com/product-detail/C5201704.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","33V","50nA","31V~35V","-55℃~+150℃","80Ω","-","-"
"C5240371","MMSZ5231B","TWGMC","7950","50","50","https://www.lcsc.com/product-detail/C5240371.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","5.1V","2uA","4.8V~5.4V","-55℃~+150℃","130Ω","-","±5%"
"C5244761","BZX84C10","DIODES","5","5","5","https://www.lcsc.com/product-detail/C5244761.html","SOT-23","Bag-packed","1 Independent","350mW","10V","200nA@7V","9.4V~10.6V","-65℃~+150℃","20Ω","150Ω","-"
"C5244770","BZX84C16","DIODES","15","5","5","https://www.lcsc.com/product-detail/C5244770.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","16V","100nA@11.2V","15.3V~17.1V","-65℃~+150℃","40Ω","200Ω","-"
"C5244774","BZX84C18Q-13-F","DIODES","100","5","5","https://www.lcsc.com/product-detail/C5244774.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","18V","100nA@12.6V","16.8V~19.1V","-65℃~+150℃","45Ω","225Ω","-"
"C5244777","BZX84C2V7","DIODES","50","5","5","https://www.lcsc.com/product-detail/C5244777.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","2.7V","20uA","2.5V~2.9V","-65℃~+150℃","100Ω","600Ω","-"
"C5244778","BZX84C33","DIODES","10","5","5","https://www.lcsc.com/product-detail/C5244778.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","33V","100nA@1V","31V~35V","-65℃~+150℃","80Ω","325Ω","-"
"C5244780","BZX84C3V0","DIODES","45","5","5","https://www.lcsc.com/product-detail/C5244780.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3V","10uA@1V","2.8V~3.2V","-65℃~+150℃","95Ω","600Ω","-"
"C5244782","BZX84C3V9","DIODES","105","5","5","https://www.lcsc.com/product-detail/C5244782.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.9V","3uA@1V","3.7V~4.1V","-65℃~+150℃","90Ω","600Ω","-"
"C5244783","BZX84C3V9Q-7-F","DIODES","100","5","5","https://www.lcsc.com/product-detail/C5244783.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.9V","3uA@1V","3.7V~4.1V","-65℃~+150℃","90Ω","600Ω","-"
"C5244786","BZX84C4V3Q-7-F","DIODES","5","5","5","https://www.lcsc.com/product-detail/C5244786.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","4.3V","3uA@1V","4V~4.6V","-65℃~+150℃","90Ω","600Ω","-"
"C5244791","BZX84C4V7Q-13-F","DIODES","1590","10","10","https://www.lcsc.com/product-detail/C5244791.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","4.7V","3uA","4.4V~5V","-65℃~+150℃","80Ω","500Ω","-"
"C5244792","BZX84C5V6","DIODES","5","5","5","https://www.lcsc.com/product-detail/C5244792.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.6V","1uA","5.2V~6V","-65℃~+150℃","40Ω","400Ω","-"
"C5244795","BZX84C6V2-7-01-F","DIODES","90","10","10","https://www.lcsc.com/product-detail/C5244795.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","6.2V","3uA@1V","5.8V~6.6V","-65℃~+150℃","10Ω","150Ω","-"
"C5244796","BZX84C6V8","DIODES","15","5","5","https://www.lcsc.com/product-detail/C5244796.html","SOT-23","Bag-packed","1 Independent","350mW","6.8V","2uA@4V","6.4V~7.2V","-65℃~+150℃","15Ω","80Ω","-"
"C5244798","BZX84C8V2","DIODES","40","5","5","https://www.lcsc.com/product-detail/C5244798.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","8.2V","700nA","7.7V~8.7V","-65℃~+150℃","15Ω","80Ω","-"
"C5244800","BZX84C9V1","DIODES","55","5","5","https://www.lcsc.com/product-detail/C5244800.html","SOT-23","Bag-packed","1 Independent","330mW","9.1V","-","-","-55℃~+150℃","15Ω","-","±5%"
"C5244949","MMSZ5233B","DIODES","255","5","5","https://www.lcsc.com/product-detail/C5244949.html","SOD-123","Bag-packed","1 Independent","370mW","6V","5uA@3.5V","5.7V~6.3V","-65℃~+150℃","7Ω","1.6kΩ",""
"C5244960","MMSZ5252B","DIODES","250","5","5","https://www.lcsc.com/product-detail/C5244960.html","SOD-123","Bag-packed","1 Independent","370mW","24V","100nA@18V","22.8V~25.2V","-65℃~+150℃","33Ω","600Ω",""
"C5248699","BZX84C16W-7-F","DIODES","130","10","10","https://www.lcsc.com/product-detail/C5248699.html","SOT-323","Tape & Reel (TR)","1 Independent","200mW","16V","100nA@11.2V","15.3V~17.1V","-65℃~+125℃","40Ω","200Ω","-"
"C5248702","BZX84C20W-7-F","DIODES","10","10","10","https://www.lcsc.com/product-detail/C5248702.html","SOT-323","Tape & Reel (TR)","1 Independent","200mW","20V","100nA@14V","18.8V~21.2V","-65℃~+125℃","55Ω","225Ω","-"
"C5248711","BZX84C2V7T-7-F","DIODES","40","5","5","https://www.lcsc.com/product-detail/C5248711.html","SOT-523","Tape & Reel (TR)","1 Independent","150mW","2.7V","20uA@1V","2.5V~2.9V","-65℃~+150℃","100Ω","600Ω",""
"C5248714","BZX84C2V7W-7-F","DIODES","15","5","5","https://www.lcsc.com/product-detail/C5248714.html","SOT-323","Tape & Reel (TR)","1 Independent","200mW","2.7V","20uA@1V","2.5V~2.9V","-65℃~+125℃","100Ω","600Ω","-"
"C5248716","BZX84C30W-7-F","DIODES","150","10","10","https://www.lcsc.com/product-detail/C5248716.html","SOT-323","Tape & Reel (TR)","1 Independent","200mW","30V","100nA@21V","28V~32V","-65℃~+125℃","80Ω","300Ω","-"
"C5248724","BZX84C39W-7-F","DIODES","130","10","10","https://www.lcsc.com/product-detail/C5248724.html","SOT-323","Tape & Reel (TR)","1 Independent","200mW","39V","100nA","37V~41V","-65℃~+125℃","130Ω","350Ω","-"
"C5248732","BZX84C3V9W-7-F","DIODES","130","10","10","https://www.lcsc.com/product-detail/C5248732.html","SOT-323","Tape & Reel (TR)","1 Independent","200mW","3.9V","3uA@1V","3.7V~4.1V","-65℃~+125℃","90Ω","600Ω","-"
"C5248735","BZX84C4V3W-7-F","DIODES","1680","10","10","https://www.lcsc.com/product-detail/C5248735.html","SOT-323","Bag-packed","1 Independent","200mW","4.3V","3uA@1V","4V~4.6V","-65℃~+125℃","90Ω","600Ω","-"
"C5248739","BZX84C5V6T-7-F","DIODES","50","5","5","https://www.lcsc.com/product-detail/C5248739.html","SOT-523","Tape & Reel (TR)","1 Independent","150mW","5.6V","1uA@2V","5.2V~6V","-65℃~+150℃","40Ω","480Ω",""
"C5248743","BZX84C6V2W-7-F","DIODES","2120","10","10","https://www.lcsc.com/product-detail/C5248743.html","SOT-323","Tape & Reel (TR)","1 Independent","200mW","6.2V","3uA","5.8V~6.6V","-65℃~+125℃","10Ω","400Ω","-"
"C5248746","BZX84C6V8W-7-F","DIODES","40","5","5","https://www.lcsc.com/product-detail/C5248746.html","SOT-323","Tape & Reel (TR)","1 Independent","200mW","6.8V","2uA@4V","6.4V~7.2V","-65℃~+125℃","15Ω","150Ω","-"
"C5249130","MMSZ5243BS-7-F","DIODES","500","20","20","https://www.lcsc.com/product-detail/C5249130.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","13V","500nA@9.9V","12.35V~13.65V","-65℃~+150℃","13Ω","600Ω",""
"C5249647","MMSZ5240B","ElecSuper","150","5","5","https://www.lcsc.com/product-detail/C5249647.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","10V","3uA","9.5V~10.5V","","17Ω","600Ω",""
"C5249648","MMSZ5242B","ElecSuper","650","50","50","https://www.lcsc.com/product-detail/C5249648.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","12V","1uA@9.1V","11.4V~12.6V","","30Ω","600Ω",""
"C5249649","MMSZ5245B","ElecSuper","605","5","5","https://www.lcsc.com/product-detail/C5249649.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","15V","100nA@11V","14.25V~15.75V","","16Ω","600Ω",""
"C5249651","MMSZ5248B","ElecSuper","165","5","5","https://www.lcsc.com/product-detail/C5249651.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","18V","100nA@14V","17.1V~18.9V","","21Ω","600Ω",""
"C5249656","BZX84C5V1","ElecSuper","2800","50","50","https://www.lcsc.com/product-detail/C5249656.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","5.1V","2uA@2V","4.8V~5.4V","","60Ω","480Ω",""
"C5253440","MMSZ5250B","MDD(Microdiode Semiconductor)","3250","50","50","https://www.lcsc.com/product-detail/C5253440.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","20V","100nA@15V","19V~21V","-","25Ω","600Ω","±5%"
"C5253442","MMSZ5252B","MDD(Microdiode Semiconductor)","2150","50","50","https://www.lcsc.com/product-detail/C5253442.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","24V","100nA@18V","22.8V~25.2V","-","33Ω","600Ω","±5%"
"C5267249","LBZX84C68LT1G","LRC","20","20","20","https://www.lcsc.com/product-detail/C5267249.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","68V","50nA@35V","64V~72V","-55℃~+150℃","240Ω","-","-"
"C5267250","LBZX84C75LT1G","LRC","1600","20","20","https://www.lcsc.com/product-detail/C5267250.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","75V","50nA","70V~79V","-55℃~+150℃","255Ω","-","-"
"C5277975","MMSZ5230BS","MSKSEMI","4720","20","20","https://www.lcsc.com/product-detail/C5277975.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","4.7V","5uA@2V","4.47V~4.94V","-65℃~+150℃","19Ω","1.9kΩ","-"
"C5277976","MMSZ5231BS","MSKSEMI","2740","20","20","https://www.lcsc.com/product-detail/C5277976.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","5.1V","5uA@2V","4.85V~5.36V","-65℃~+150℃","17Ω","1.6kΩ","-"
"C5277977","MMSZ5232BS","MSKSEMI","2720","20","20","https://www.lcsc.com/product-detail/C5277977.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","5.6V","5uA@3V","5.32V~5.88V","-55℃~+150℃","11Ω","1.6kΩ","-"
