LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Polarity,Clamping Voltage,Reverse Leakage Current (Ir),type,Peak Pulse Power Dissipation (Ppp),Operating Temperature,Reverse Stand-Off Voltage (Vrwm),Voltage - Breakdown,Number of Channels,Peak Pulse Current (Ipp)
C69602,SMBJ440A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C69602,2492,0.5168,1,1,https://www.lcsc.com/product-detail/C69602.html,SMB(DO-214AA),Tape & Reel (TR),Unidirectional,713V,1uA,TVS,800W@10/1000us,-65℃~+150℃,440V,492V,1,900mA
C3717810,P6SMB600A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/7530c009ea42a79898e1c2f47b27d7df.pdf?productCode=C3717810,2426,0.4232,1,1,https://www.lcsc.com/product-detail/C3717810.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,828V,1uA,TVS,600W,-65℃~+150℃,512V,570V,1,750mA
C1978360,P6SMB120A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/7530c009ea42a79898e1c2f47b27d7df.pdf?productCode=C1978360,2395,0.2287,5,5,https://www.lcsc.com/product-detail/C1978360.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,165V,1uA,TVS,600W@10/1000us,,102V,114V,1,3.7A
C1977131,TPSMB82CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C1977131,2275,0.3029,5,5,https://www.lcsc.com/product-detail/C1977131.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,113V,1uA,TVS,600W@10/1000us,-65℃~+175℃,70.1V,77.9V,,5.4A
C374028,SMBJ7.5CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C374028,2220,0.1271,5,5,https://www.lcsc.com/product-detail/C374028.html,DO-214AA,Tape & Reel (TR),Bidirectional,12.9V,100uA,TVS,600W@10/1000us,-55℃~+150℃,7.5V,8.33V,1,46.6A
C3718536,P6SMB82CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/7530c009ea42a79898e1c2f47b27d7df.pdf?productCode=C3718536,2205,0.1558,5,5,https://www.lcsc.com/product-detail/C3718536.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,113V,1uA,TVS,600W,-65℃~+150℃,70.1V,77.9V,1,5.4A
C2760155,SMBJ78CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C2760155,2190,0.1881,1,1,https://www.lcsc.com/product-detail/C2760155.html,DO-214AA,Tape & Reel (TR),Bidirectional,126V,4.8uA,TVS,600W@10/1000us,-65℃~+150℃,78V,86.7V,1,
C151256,SMBJ18A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151256,2125,0.1518,5,5,https://www.lcsc.com/product-detail/C151256.html,DO-214AA,Tape & Reel (TR),Unidirectional,29.2V,1uA,TVS,600W@10/1000us,-65℃~+150℃,18V,22.1V,1,20.6A@10/1000us
C409416,SMBJ350A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C409416,2100,0.3530,5,5,https://www.lcsc.com/product-detail/C409416.html,DO-214AA,Tape & Reel (TR),Unidirectional,567V,1uA,TVS,800W@10/1000us,-65℃~+150℃,350V,391V,1,1.1A
C151252,SMBJ13A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151252,1980,0.1311,5,5,https://www.lcsc.com/product-detail/C151252.html,DO-214AA,Tape & Reel (TR),Unidirectional,23.2V,1uA,TVS,600W@10/1000us,-65℃~+150℃,14V,17.2V,1,25.9A@10/1000us
C1850445,1.5SMB20CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/81646d782d1586f03d8f832f24e3103c.pdf?productCode=C1850445,1922,0.7474,1,1,https://www.lcsc.com/product-detail/C1850445.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,34.8V,20uA,TVS,1.5kW@10/1000us,-65℃~+150℃,17.1V,21V,1,302A@8/20us
C224025,SMBJ70A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C224025,1915,0.1201,5,5,https://www.lcsc.com/product-detail/C224025.html,DO-214AA,Tape & Reel (TR),Unidirectional,113V,1uA,TVS,600W@10/1000us,-65℃~+150℃,70V,86V,1,5.3A@10/1000us
C315992,SMBJ26A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C315992,1855,0.1343,5,5,https://www.lcsc.com/product-detail/C315992.html,DO-214AA,Tape & Reel (TR),Unidirectional,42.1V,1uA,TVS,600W@10/1000us,-65℃~+150℃,26V,28.9V,1,14.3A
C1975616,TPSMB75A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C1975616,1850,0.2572,5,5,https://www.lcsc.com/product-detail/C1975616.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,103V,1uA,TVS,600W@10/1000us,-65℃~+175℃,64.1V,71.3V,,5.9A
C1973690,P6SMB480A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/7530c009ea42a79898e1c2f47b27d7df.pdf?productCode=C1973690,1810,0.3688,5,5,https://www.lcsc.com/product-detail/C1973690.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,658V,1uA,TVS,600W@10/1000us,,408V,504V,1,1.2A
C315991,SMBJ200CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C315991,1385,0.2123,5,5,https://www.lcsc.com/product-detail/C315991.html,DO-214AA,Tape & Reel (TR),Bidirectional,324V,1.9uA,TVS,600W@10/1000us,-65℃~+150℃,200V,224V,1,1.9A
C1973215,P6SMB82A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/7530c009ea42a79898e1c2f47b27d7df.pdf?productCode=C1973215,1340,0.2216,5,5,https://www.lcsc.com/product-detail/C1973215.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,113V,1uA,TVS,600W@10/1000us,-65℃~+150℃,70.1V,86.1V,1,5.4A@10/1000us
C157523,SMBJ17A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C157523,1320,0.1160,5,5,https://www.lcsc.com/product-detail/C157523.html,DO-214AA,Tape & Reel (TR),Unidirectional,27.6V,1uA,TVS,600W@10/1000us,-65℃~+150℃,17V,20.9V,1,21.8A@10/1000us
C1973217,SMBJ51A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C1973217,1315,0.1232,5,5,https://www.lcsc.com/product-detail/C1973217.html,DO-214AA,Tape & Reel (TR),Unidirectional,82.4V,1uA,TVS,600W@10/1000us,-65℃~+150℃,51V,62.7V,1,7.3A@10/1000us
C224028,SMBJ8.0A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C224028,1270,0.1120,5,5,https://www.lcsc.com/product-detail/C224028.html,DO-214AA,Tape & Reel (TR),Unidirectional,13.6V,50uA,TVS,600W@10/1000us,-65℃~+150℃,8V,9.83V,1,44.2A@10/1000us
C3714984,TPSMB68CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/c4b05efd8433d3cce79b8c6653d5b081.pdf?productCode=C3714984,1180,0.1430,5,5,https://www.lcsc.com/product-detail/C3714984.html,DO-214AA(SMBJ),Tape & Reel (TR),Bidirectional,92V,1uA,TVS,600W,-65℃~+175℃,58.1V,64.6V,,6.6A
C7125818,TPSMB10A-VR,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/ea21be42aef100a51ac9a9cc137962c7.pdf?productCode=C7125818,1155,0.2594,5,5,https://www.lcsc.com/product-detail/C7125818.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,17V,5uA,TVS,600W@10/1000us,-65℃~+175℃,10V,11.1V,,35.3A
C151260,SMBJ300A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151260,1135,0.2832,5,5,https://www.lcsc.com/product-detail/C151260.html,DO-214AA,Tape & Reel (TR),Unidirectional,486V,1uA,TVS,600W@10/1000us,-65℃~+150℃,300V,371V,1,1.3A@10/1000us
C1976797,SMBJ188A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C1976797,1025,0.3521,5,5,https://www.lcsc.com/product-detail/C1976797.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,304V,1uA,TVS,600W@10/1000us,-65℃~+150℃,188V,231V,1,2A
C151266,SMBJ54A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151266,965,0.1443,5,5,https://www.lcsc.com/product-detail/C151266.html,DO-214AA,Tape & Reel (TR),Unidirectional,87.1V,1uA,TVS,600W@10/1000us,-65℃~+150℃,54V,66.3V,1,6.9A@10/1000us
C1883605,1KSMB30A,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/71b715e30fe86ecd8d5110ae9c92fdf2.pdf?productCode=C1883605,951,0.7652,1,1,https://www.lcsc.com/product-detail/C1883605.html,DO-214AA(SMBJ),Tape & Reel (TR),Unidirectional,45.7V,1uA,TVS,1kW@10/1000us,-65℃~+150℃,28.2V,34.7V,1,24.2A
C151253,SMBJ14CA,Littelfuse,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151253,935,0.1138,5,5,https://www.lcsc.com/product-detail/C151253.html,DO-214AA,Tape & Reel (TR),Bidirectional,23.2V,1uA,TVS,600W@10/1000us,-65℃~+150℃,14V,17.2V,1,25.9A@10/1000us
