"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Number of Lines","Impedance @ Frequency","Tolerance","DC Resistance(DCR)","Current Rating","Operating Temperature"
"C113026","BLM18HD102SN1D","muRata","11700","20","20","https://www.lcsc.com/product-detail/C113026.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","1.8Ω","50mA","-55℃~+125℃"
"C113029","BLM18KG700TN1D","muRata","26980","20","20","https://www.lcsc.com/product-detail/C113029.html","0603","Tape & Reel (TR)","1","70Ω@100MHz","±25%","22mΩ","3.5A","-55℃~+125℃"
"C113030","BLM18SG121TN1D","muRata","209420","10","10","https://www.lcsc.com/product-detail/C113030.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","25mΩ","3A","-55℃~+125℃"
"C113031","BLM18SG700TN1D","muRata","56210","10","10","https://www.lcsc.com/product-detail/C113031.html","0603","Tape & Reel (TR)","1","70Ω@100MHz","±25%","20mΩ","4A","-55℃~+125℃"
"C113034","BLM21AJ601SN1D","muRata","4260","10","10","https://www.lcsc.com/product-detail/C113034.html","0805","Tape & Reel (TR)","1","600Ω@100MHz","±25%","1.1Ω","200mA","-55℃~+125℃"
"C113035","BLM21BB050SN1D","muRata","2590","10","10","https://www.lcsc.com/product-detail/C113035.html","0805","Tape & Reel (TR)","1","5Ω@100MHz","±25%","20mΩ","1A","-55℃~+125℃"
"C114767","MMZ1608B301CTAH0","TDK","12550","50","50","https://www.lcsc.com/product-detail/C114767.html","0603","Tape & Reel (TR)","1","300Ω@100MHz","±25%","250mΩ","500mA","-55℃~+125℃"
"C114770","MPZ1608S121ATAH0","TDK","189160","10","10","https://www.lcsc.com/product-detail/C114770.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","45mΩ","2A","-55℃~+125℃"
"C114771","MMZ1608Y102BTA00","TDK","11420","10","10","https://www.lcsc.com/product-detail/C114771.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","500mΩ","400mA","-55℃~+125℃"
"C114780","MPZ1608B471ATA00","TDK","120700","10","10","https://www.lcsc.com/product-detail/C114780.html","0603","Tape & Reel (TR)","1","470Ω@100MHz","±25%","150mΩ","1A","-55℃~+125℃"
"C118443","BLM21BB600SN1D","muRata","490","10","10","https://www.lcsc.com/product-detail/C118443.html","0805","Tape & Reel (TR)","1","60Ω@100MHz","±25%","130mΩ","800mA","-55℃~+125℃"
"C136223","MMZ1608S121ATA00","TDK","14150","50","50","https://www.lcsc.com/product-detail/C136223.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","200mΩ","500mA","-55℃~+125℃"
"C136225","MMZ1608R301ATA00","TDK","7030","10","10","https://www.lcsc.com/product-detail/C136225.html","0603","Tape & Reel (TR)","1","300Ω@100MHz","±25%","250mΩ","500mA","-55℃~+125℃"
"C136227","MPZ2012S300AT000","TDK","12390","10","10","https://www.lcsc.com/product-detail/C136227.html","0805","Tape & Reel (TR)","1","30Ω@100MHz","±25%","10mΩ","6A","-55℃~+125℃"
"C136263","MMZ1608R300ATA00","TDK","17100","50","50","https://www.lcsc.com/product-detail/C136263.html","0603","Tape & Reel (TR)","1","30Ω@100MHz","±25%","50mΩ","1.5A","-55℃~+125℃"
"C136490","MMZ1608R121ATA00","TDK","500","50","50","https://www.lcsc.com/product-detail/C136490.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","180mΩ","500mA","-55℃~+125℃"
"C136491","MMZ1608Y601BTA00","TDK","11340","20","20","https://www.lcsc.com/product-detail/C136491.html","0603","Tape & Reel (TR)","1","600Ω@100MHz","±25%","400mΩ","500mA","-55℃~+125℃"
"C139459","MG1608-101Y","BOURNS","1820","10","10","https://www.lcsc.com/product-detail/C139459.html","0603","Tape & Reel (TR)","1","100Ω@100MHz","±25%","250mΩ","200mA","-55℃~+125℃"
"C139462","MG2029-101Y","BOURNS","1110","5","5","https://www.lcsc.com/product-detail/C139462.html","0805","Tape & Reel (TR)","1","100Ω@100MHz","±25%","200mΩ","400mA","-55℃~+125℃"
"C139463","MG2029-121Y","BOURNS","2190","5","5","https://www.lcsc.com/product-detail/C139463.html","0805","Tape & Reel (TR)","1","120Ω@100MHz","±25%","300mΩ","800mA","-55℃~+125℃"
"C139468","MU1005-600Y","BOURNS","1285","5","5","https://www.lcsc.com/product-detail/C139468.html","0402","Tape & Reel (TR)","1","60Ω@100MHz","±25%","800mΩ","80mA","-55℃~+125℃"
"C139469","MU1005-601Y","BOURNS","905","5","5","https://www.lcsc.com/product-detail/C139469.html","0402","Tape & Reel (TR)","1","600Ω@100MHz","±25%","800mΩ","80mA","-55℃~+125℃"
"C139470","MU1608-151Y","BOURNS","265","5","5","https://www.lcsc.com/product-detail/C139470.html","0603","Tape & Reel (TR)","1","150Ω@100MHz","±25%","250mΩ","600mA","-55℃~+125℃"
"C139471","MU1608-221Y","BOURNS","2640","10","10","https://www.lcsc.com/product-detail/C139471.html","0603","Tape & Reel (TR)","1","220Ω@100MHz","±25%","300mΩ","200mA","-55℃~+125℃"
"C139473","MU1608-600Y","BOURNS","6010","10","10","https://www.lcsc.com/product-detail/C139473.html","0603","Tape & Reel (TR)","1","60Ω@100MHz","±25%","200mΩ","700mA","-55℃~+125℃"
"C139474","MU2029-151Y","BOURNS","2430","10","10","https://www.lcsc.com/product-detail/C139474.html","0805","Tape & Reel (TR)","1","150Ω@100MHz","±25%","250mΩ","600mA","-55℃~+125℃"
"C139476","MZ1608-601Y","BOURNS","1320","10","10","https://www.lcsc.com/product-detail/C139476.html","0603","Tape & Reel (TR)","1","600Ω@100MHz","±25%","450mΩ","100mA","-55℃~+125℃"
"C160967","BLM15AG102SH1D","muRata","7550","50","50","https://www.lcsc.com/product-detail/C160967.html","0402","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","1Ω","200mA","-55℃~+125℃"
"C160968","BLM15AX700SN1D","muRata","8400","50","50","https://www.lcsc.com/product-detail/C160968.html","0402","Tape & Reel (TR)","1","70Ω@100MHz","±25%","100mΩ","780mA","-55℃~+125℃"
"C160969","BLM15BA050SN1D","muRata","17850","50","50","https://www.lcsc.com/product-detail/C160969.html","0402","Tape & Reel (TR)","1","5Ω@100MHz","±25%","100mΩ","100mA","-55℃~+125℃"
"C160971","BLM15EX471SN1D","muRata","6320","20","20","https://www.lcsc.com/product-detail/C160971.html","0402","Tape & Reel (TR)","1","470Ω@100MHz","±25%","280mΩ","950mA","-55℃~+125℃"
"C160972","BLM15PD800SZ1D","muRata","4300","50","50","https://www.lcsc.com/product-detail/C160972.html","0402","Tape & Reel (TR)","1","80Ω@100MHz","±25%","70mΩ","1.5A","-55℃~+125℃"
"C160973","BLM15PX221SN1D","muRata","650","50","50","https://www.lcsc.com/product-detail/C160973.html","0402","Tape & Reel (TR)","1","220Ω@100MHz","±25%","100mΩ","1.4A","-55℃~+125℃"
"C160974","BLM15PX330SN1D","muRata","74600","50","50","https://www.lcsc.com/product-detail/C160974.html","0402","Tape & Reel (TR)","1","33Ω@100MHz","±25%","22mΩ","3A",""
"C160975","BLM15PX331SN1D","muRata","114600","50","50","https://www.lcsc.com/product-detail/C160975.html","0402","Tape & Reel (TR)","1","330Ω@100MHz","±25%","150mΩ","1.2A","-55℃~+125℃"
"C160976","BLM15PX600SN1D","muRata","25850","50","50","https://www.lcsc.com/product-detail/C160976.html","0402","Tape & Reel (TR)","1","60Ω@100MHz","±25%","32mΩ","2.5A","-55℃~+125℃"
"C160977","BLM15PX601SN1D","muRata","71600","50","50","https://www.lcsc.com/product-detail/C160977.html","0402","Tape & Reel (TR)","1","600Ω@100MHz","±25%","230mΩ","900mA","-55℃~+125℃"
"C160978","BLM15PX800SN1D","muRata","12350","50","50","https://www.lcsc.com/product-detail/C160978.html","0402","Tape & Reel (TR)","1","80Ω@100MHz","±25%","38mΩ","2.3A","-55℃~+125℃"
"C160980","BLM18HK601SN1D","muRata","4020","10","10","https://www.lcsc.com/product-detail/C160980.html","0603","Tape & Reel (TR)","1","600Ω@100MHz","±25%","900mΩ","100mA","-55℃~+125℃"
"C160981","BLM18KG101TN1D","muRata","24950","50","50","https://www.lcsc.com/product-detail/C160981.html","0603","Tape & Reel (TR)","1","100Ω@100MHz","±25%","30mΩ","3A","-55℃~+125℃"
"C160982","BLM18KG102SN1D","muRata","108620","20","20","https://www.lcsc.com/product-detail/C160982.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","200mΩ","1A","-55℃~+125℃"
"C160983","BLM18PG121SZ1D","muRata","6220","20","20","https://www.lcsc.com/product-detail/C160983.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","50mΩ","2A","-55℃~+125℃"
"C160985","BLM18PG471SH1D","muRata","20850","50","50","https://www.lcsc.com/product-detail/C160985.html","0603","Tape & Reel (TR)","1","470Ω@100MHz","±25%","200mΩ","1A","-55℃~+125℃"
"C160987","BLM21PG121SZ1D","muRata","3010","10","10","https://www.lcsc.com/product-detail/C160987.html","0805","Tape & Reel (TR)","1","120Ω@100MHz","±25%","30mΩ","3A","-55℃~+125℃"
"C165809","MPZ1005S600CTD25","TDK","1680","20","20","https://www.lcsc.com/product-detail/C165809.html","0402","Tape & Reel (TR)","1","60Ω@100MHz","±25%","60mΩ","1.5A","-55℃~+125℃"
"C165810","MPZ1005S221ETD25","TDK","9000","20","20","https://www.lcsc.com/product-detail/C165810.html","0402","Tape & Reel (TR)","1","220Ω@100MHz","±25%","220mΩ","900mA","-55℃~+125℃"
"C165811","MPZ1005S221ET000","TDK","8150","50","50","https://www.lcsc.com/product-detail/C165811.html","0402","Tape & Reel (TR)","1","220Ω@100MHz","±25%","220mΩ","900mA","-55℃~+125℃"
"C167448","BLM15GG221SN1D","muRata","1880","5","5","https://www.lcsc.com/product-detail/C167448.html","0402","Tape & Reel (TR)","1","220Ω@100MHz","±25%","700mΩ","300mA","-"
"C180490","BLM18EG601SH1D","muRata","1490","10","10","https://www.lcsc.com/product-detail/C180490.html","0603","Tape & Reel (TR)","1","600Ω@100MHz","±25%","350mΩ","2A","-55℃~+125℃"
"C193388","MMZ1005S601CTD25","TDK","9350","50","50","https://www.lcsc.com/product-detail/C193388.html","0402","Tape & Reel (TR)","1","600Ω@100MHz","±25%","520mΩ","300mA","-55℃~+125℃"
"C193411","MPZ1608S102ATD25","TDK","34780","10","10","https://www.lcsc.com/product-detail/C193411.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","300mΩ","800mA","-55℃~+125℃"
"C193412","MMZ1005S102HT000","TDK","10780","10","10","https://www.lcsc.com/product-detail/C193412.html","0402","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","490mΩ","360mA","-55℃~+125℃"
"C193536","MPZ1608S601ATD25","TDK","310","10","10","https://www.lcsc.com/product-detail/C193536.html","0603","Tape & Reel (TR)","1","600Ω@100MHz","±25%","150mΩ","1A","-55℃~+125℃"
"C237300","BLM21PG600SZ1D","muRata","1840","20","20","https://www.lcsc.com/product-detail/C237300.html","0805","Tape & Reel (TR)","1","60Ω@100MHz","±25%","20mΩ","3.5A","-55℃~+125℃"
"C237347","BLM15PD800SN1D","muRata","30300","50","50","https://www.lcsc.com/product-detail/C237347.html","0402","Tape & Reel (TR)","1","80Ω@100MHz","±25%","70mΩ","1.5A","-55℃~+125℃"
"C237533","BLM18RK121SN1D","muRata","3780","20","20","https://www.lcsc.com/product-detail/C237533.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","250mΩ","200mA","-55℃~+125℃"
"C237601","BLM15PX181SN1D","muRata","16160","20","20","https://www.lcsc.com/product-detail/C237601.html","0402","Tape & Reel (TR)","1","180Ω@100MHz","±25%","90mΩ","1.5A","-55℃~+125℃"
"C237604","BLM21BB201SH1D","muRata","2435","5","5","https://www.lcsc.com/product-detail/C237604.html","0805","Tape & Reel (TR)","1","200Ω@100MHz","±25%","260mΩ","500mA","-55℃~+125℃"
"C265028","BLM18RK221SN1D","muRata","6300","20","20","https://www.lcsc.com/product-detail/C265028.html","0603","Tape & Reel (TR)","1","220Ω@100MHz","±25%","300mΩ","200mA","-55℃~+125℃"
"C269768","BLM15AG221SH1D","muRata","13550","50","50","https://www.lcsc.com/product-detail/C269768.html","0402","Tape & Reel (TR)","1","220Ω@100MHz","±25%","350mΩ","300mA","-55℃~+125℃"
"C269769","BLM15BX102SN1D","muRata","13200","50","50","https://www.lcsc.com/product-detail/C269769.html","0402","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","650mΩ","300mA","-55℃~+125℃"
"C269770","BLM15BX750SN1D","muRata","5500","100","100","https://www.lcsc.com/product-detail/C269770.html","0402","Tape & Reel (TR)","1","75Ω@100MHz","±25%","150mΩ","600mA","-55℃~+125℃"
"C275408","MMZ1005A102ET000","TDK","3060","20","20","https://www.lcsc.com/product-detail/C275408.html","0402","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","1.25Ω","250mA","-55℃~+125℃"
"C275412","MMZ1005A601ET000","TDK","3220","20","20","https://www.lcsc.com/product-detail/C275412.html","0402","Tape & Reel (TR)","1","600Ω@100MHz","±25%","850mΩ","300mA","-55℃~+125℃"
"C275413","MMZ1005B601CT000","TDK","36340","10","10","https://www.lcsc.com/product-detail/C275413.html","0402","Tape & Reel (TR)","1","600Ω@100MHz","±25%","850mΩ","200mA","-55℃~+125℃"
"C275415","MMZ1005D221ET000","TDK","8063","1","1","https://www.lcsc.com/product-detail/C275415.html","0402","Tape & Reel (TR)","1","220Ω@100MHz","±25%","1Ω","250mA","-55℃~+125℃"
"C275418","MMZ1005F330CT000","TDK","650","50","50","https://www.lcsc.com/product-detail/C275418.html","0402","Tape & Reel (TR)","1","33Ω@100MHz","±25%","500mΩ","200mA","-55℃~+125℃"
"C275419","MMZ1005F470CT000","TDK","5600","50","50","https://www.lcsc.com/product-detail/C275419.html","0402","Tape & Reel (TR)","1","47Ω@100MHz","±25%","600mΩ","100mA","-55℃~+125℃"
"C275420","MMZ1005F470ET000","TDK","370","10","10","https://www.lcsc.com/product-detail/C275420.html","0402","Tape & Reel (TR)","1","47Ω@100MHz","±25%","700mΩ","300mA","-55℃~+125℃"
"C275421","MMZ1005F560CT000","TDK","7850","50","50","https://www.lcsc.com/product-detail/C275421.html","0402","Tape & Reel (TR)","1","56Ω@100MHz","±25%","700mΩ","100mA","-55℃~+125℃"
"C275422","MMZ1005F750ET000","TDK","6952","1","1","https://www.lcsc.com/product-detail/C275422.html","0402","Tape & Reel (TR)","1","75Ω@100MHz","±25%","1Ω","250mA","-55℃~+125℃"
"C275423","MMZ1005S102ET000","TDK","5200","10","10","https://www.lcsc.com/product-detail/C275423.html","0402","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","1Ω","250mA","-55℃~+125℃"
"C275428","MMZ1005Y102CT000","TDK","970","10","10","https://www.lcsc.com/product-detail/C275428.html","0402","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","700mΩ","200mA","-55℃~+125℃"
"C275430","MMZ1005Y152CT000","TDK","19350","50","50","https://www.lcsc.com/product-detail/C275430.html","0402","Tape & Reel (TR)","1","1.5kΩ@100MHz","±25%","1Ω","100mA","-55℃~+125℃"
"C275434","MMZ1608A252BTA00","TDK","12800","10","10","https://www.lcsc.com/product-detail/C275434.html","0603","Tape & Reel (TR)","1","2.5kΩ@100MHz","±25%","800mΩ","200mA","-55℃~+125℃"
"C275435","MMZ1608B102CTA00","TDK","26540","10","10","https://www.lcsc.com/product-detail/C275435.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","600mΩ","300mA","-55℃~+125℃"
"C275436","MMZ1608B121CTAH0","TDK","12800","50","50","https://www.lcsc.com/product-detail/C275436.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","150mΩ","600mA","-55℃~+125℃"
"C275437","MMZ1608B601CTDH5","TDK","1200","50","50","https://www.lcsc.com/product-detail/C275437.html","0603","Tape & Reel (TR)","1","600Ω@100MHz","±25%","400mΩ","500mA","-55℃~+125℃"
"C275439","MMZ1608D121CTAH0","TDK","3050","50","50","https://www.lcsc.com/product-detail/C275439.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","300mΩ","400mA","-55℃~+125℃"
"C275442","MMZ1608D800CTAH0","TDK","8040","10","10","https://www.lcsc.com/product-detail/C275442.html","0603","Tape & Reel (TR)","1","80Ω@100MHz","±25%","300mΩ","500mA","-55℃~+125℃"
"C275445","MMZ1608R150ATA00","TDK","5560","20","20","https://www.lcsc.com/product-detail/C275445.html","0603","Tape & Reel (TR)","1","15Ω@100MHz","±25%","50mΩ","1.5A","-55℃~+125℃"
"C275447","MMZ1608R600ATA00","TDK","850","50","50","https://www.lcsc.com/product-detail/C275447.html","0603","Tape & Reel (TR)","1","60Ω@100MHz","±25%","100mΩ","800mA","-55℃~+125℃"
"C275448","MMZ1608S102ATA00","TDK","5900","50","50","https://www.lcsc.com/product-detail/C275448.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","500mΩ","400mA","-55℃~+125℃"
"C275449","MMZ1608S202ATA00","TDK","7910","10","10","https://www.lcsc.com/product-detail/C275449.html","0603","Tape & Reel (TR)","1","2kΩ@100MHz","±25%","900mΩ","400mA","-55℃~+125℃"
"C275451","MMZ1608S601ATA00","TDK","27550","50","50","https://www.lcsc.com/product-detail/C275451.html","0603","Tape & Reel (TR)","1","600Ω@100MHz","±25%","350mΩ","500mA","-55℃~+125℃"
"C275454","MMZ1608Y152BTA00","TDK","1770","10","10","https://www.lcsc.com/product-detail/C275454.html","0603","Tape & Reel (TR)","1","1.5kΩ@100MHz","±25%","600mΩ","300mA","-55℃~+125℃"
"C275473","MMZ2012Y301BT000","TDK","820","20","20","https://www.lcsc.com/product-detail/C275473.html","0805","Tape & Reel (TR)","1","300Ω@100MHz","±25%","150mΩ","600mA","-55℃~+125℃"
"C275476","MPZ1005S100CT000","TDK","36220","10","10","https://www.lcsc.com/product-detail/C275476.html","0402","Tape & Reel (TR)","1","10Ω@100MHz","-","25mΩ","3A","-55℃~+125℃"
"C275477","MPZ1005S121ET000","TDK","13550","10","10","https://www.lcsc.com/product-detail/C275477.html","0402","Tape & Reel (TR)","1","120Ω@100MHz","±25%","95mΩ","1.5A","-55℃~+125℃"
"C275478","MPZ1005S121HT000","TDK","6750","10","10","https://www.lcsc.com/product-detail/C275478.html","0402","Tape & Reel (TR)","1","120Ω@100MHz","±25%","55mΩ","2A","-55℃~+125℃"
"C275480","MPZ1005S300CT000","TDK","24850","50","50","https://www.lcsc.com/product-detail/C275480.html","0402","Tape & Reel (TR)","1","30Ω@100MHz","-","35mΩ","1.7A","-55℃~+125℃"
"C275481","MPZ1005S331ET000","TDK","15880","20","20","https://www.lcsc.com/product-detail/C275481.html","0402","Tape & Reel (TR)","1","330Ω@100MHz","±25%","280mΩ","700mA","-55℃~+125℃"
"C275482","MPZ1608D600BTA00","TDK","3600","10","10","https://www.lcsc.com/product-detail/C275482.html","0603","Tape & Reel (TR)","1","60Ω@100MHz","±25%","100mΩ","1.2A","-55℃~+125℃"
"C275483","MPZ1608R391ATA00","TDK","16550","50","50","https://www.lcsc.com/product-detail/C275483.html","0603","Tape & Reel (TR)","1","390Ω@100MHz","±25%","120mΩ","1.2A","-55℃~+125℃"
"C275484","MPZ1608S181ATAH0","TDK","24330","10","10","https://www.lcsc.com/product-detail/C275484.html","0603","Tape & Reel (TR)","1","180Ω@100MHz","±25%","50mΩ","2A","-55℃~+125℃"
"C275485","MPZ1608S260ATAH0","TDK","19490","10","10","https://www.lcsc.com/product-detail/C275485.html","0603","Tape & Reel (TR)","1","26Ω@100MHz","±25%","7mΩ","6A","-55℃~+125℃"
"C275486","MPZ1608S300ATAH0","TDK","158280","10","10","https://www.lcsc.com/product-detail/C275486.html","0603","Tape & Reel (TR)","1","30Ω@100MHz","-","10mΩ","5A","-55℃~+125℃"
"C275487","MPZ1608S331ATA00","TDK","31330","10","10","https://www.lcsc.com/product-detail/C275487.html","0603","Tape & Reel (TR)","1","330Ω@100MHz","±25%","80mΩ","1.7A","-55℃~+125℃"
"C275489","MPZ1608Y221BTA00","TDK","1150","50","50","https://www.lcsc.com/product-detail/C275489.html","0603","Tape & Reel (TR)","1","220Ω@100MHz","±25%","100mΩ","1.5A","-55℃~+125℃"
"C307687","MAF1608GAD471CT000","TDK","3910","10","10","https://www.lcsc.com/product-detail/C307687.html","0603","Tape & Reel (TR)","1","60Ω@100MHz","±25%","75mΩ","1.6A","-55℃~+125℃"
"C307756","MMZ1005AFZ151VT000","TDK","6900","20","20","https://www.lcsc.com/product-detail/C307756.html","0402","Tape & Reel (TR)","1","150Ω@100MHz","±25%","1.3Ω","200mA","-55℃~+125℃"
"C307758","MMZ1608B102CTD25","TDK","2420","20","20","https://www.lcsc.com/product-detail/C307758.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","600mΩ","300mA","-55℃~+125℃"
"C307759","MMZ1608D050CTA00","TDK","300","50","50","https://www.lcsc.com/product-detail/C307759.html","0603","Tape & Reel (TR)","1","5Ω@100MHz","±25%","50mΩ","700mA","-55℃~+125℃"
"C307761","MMZ1608R102ATD25","TDK","1940","20","20","https://www.lcsc.com/product-detail/C307761.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","500mΩ","400mA","-55℃~+125℃"
"C307762","MMZ1608R600ATD25","TDK","1200","10","10","https://www.lcsc.com/product-detail/C307762.html","0603","Tape & Reel (TR)","1","60Ω@100MHz","±25%","100mΩ","800mA","-55℃~+125℃"
"C307763","MMZ1608S102ATD25","TDK","8160","20","20","https://www.lcsc.com/product-detail/C307763.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","500mΩ","400mA","-55℃~+125℃"
"C307764","MMZ1608S202ATD25","TDK","12710","10","10","https://www.lcsc.com/product-detail/C307764.html","0603","Tape & Reel (TR)","1","2kΩ@100MHz","±25%","900mΩ","200mA","-55℃~+125℃"
"C307767","MPZ1608D300BTD25","TDK","2920","20","20","https://www.lcsc.com/product-detail/C307767.html","0603","Tape & Reel (TR)","1","30Ω@100MHz","-","60mΩ","1.8A","-55℃~+125℃"
"C307768","MPZ1608R391ATD25","TDK","1220","20","20","https://www.lcsc.com/product-detail/C307768.html","0603","Tape & Reel (TR)","1","390Ω@100MHz","±25%","120mΩ","1.2A","-55℃~+125℃"
"C307769","MPZ1608S101ATDH5","TDK","41010","10","10","https://www.lcsc.com/product-detail/C307769.html","0603","Tape & Reel (TR)","1","100Ω@100MHz","±25%","30mΩ","3A","-55℃~+125℃"
"C307770","MPZ1608S121ATDH5","TDK","24890","10","10","https://www.lcsc.com/product-detail/C307770.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","45mΩ","2A","-55℃~+125℃"
"C307771","MPZ1608S221ATD25","TDK","34830","10","10","https://www.lcsc.com/product-detail/C307771.html","0603","Tape & Reel (TR)","1","220Ω@100MHz","±25%","50mΩ","2.2A","-55℃~+125℃"
"C307772","MPZ1608S300ATDH5","TDK","3100","20","20","https://www.lcsc.com/product-detail/C307772.html","0603","Tape & Reel (TR)","1","30Ω@100MHz","-","10mΩ","5A","-55℃~+125℃"
"C307773","MPZ1608S331ATD25","TDK","2910","10","10","https://www.lcsc.com/product-detail/C307773.html","0603","Tape & Reel (TR)","1","330Ω@100MHz","±25%","80mΩ","1.7A","-55℃~+125℃"
"C307774","MPZ1608S471ATD25","TDK","6380","20","20","https://www.lcsc.com/product-detail/C307774.html","0603","Tape & Reel (TR)","1","470Ω@100MHz","±25%","150mΩ","1A","-55℃~+125℃"
"C307775","MPZ1608S600ATDH5","TDK","161460","10","10","https://www.lcsc.com/product-detail/C307775.html","0603","Tape & Reel (TR)","1","60Ω@100MHz","±25%","20mΩ","3.5A","-55℃~+125℃"
"C307776","MPZ2012S101ATD25","TDK","52310","10","10","https://www.lcsc.com/product-detail/C307776.html","0805","Tape & Reel (TR)","1","100Ω@100MHz","±25%","20mΩ","4A","-55℃~+125℃"
"C307777","MPZ2012S102JTD25","TDK","19120","20","20","https://www.lcsc.com/product-detail/C307777.html","0805","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","150mΩ","1.5A","-55℃~+125℃"
"C307778","MPZ2012S221ATD25","TDK","42190","10","10","https://www.lcsc.com/product-detail/C307778.html","0805","Tape & Reel (TR)","1","220Ω@100MHz","±25%","40mΩ","3A","-55℃~+125℃"
"C307779","MPZ2012S300ATD25","TDK","11400","20","20","https://www.lcsc.com/product-detail/C307779.html","0805","Tape & Reel (TR)","1","30Ω@100MHz","±25%","10mΩ","6A","-55℃~+125℃"
"C333843","BLM18BD470SN1D","muRata","5150","50","50","https://www.lcsc.com/product-detail/C333843.html","0603","Tape & Reel (TR)","1","47Ω@100MHz","±25%","300mΩ","500mA","-55℃~+125℃"
"C333978","BLM15PX471SN1D","muRata","57850","50","50","https://www.lcsc.com/product-detail/C333978.html","0402","Tape & Reel (TR)","1","470Ω@100MHz","±25%","200mΩ","1A","-55℃~+125℃"
"C335604","ILBB0603ER102V","VISHAY","850","10","10","https://www.lcsc.com/product-detail/C335604.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","360mΩ","150mA","-55℃~+125℃"
"C335605","ILBB0805ER110V","VISHAY","360","5","5","https://www.lcsc.com/product-detail/C335605.html","0805","Tape & Reel (TR)","1","11Ω@100MHz","±25%","1Ω","150mA","-55℃~+125℃"
"C337873","BLM15AX121SN1D","muRata","30400","50","50","https://www.lcsc.com/product-detail/C337873.html","0402","Tape & Reel (TR)","1","120Ω@100MHz","±25%","130mΩ","700mA","-55℃~+125℃"
"C337874","BLM15BD121SN1D","muRata","28450","50","50","https://www.lcsc.com/product-detail/C337874.html","0402","Tape & Reel (TR)","1","120Ω@100MHz","±25%","300mΩ","300mA","-55℃~+125℃"
"C337875","BLM15BD601SN1D","muRata","129950","50","50","https://www.lcsc.com/product-detail/C337875.html","0402","Tape & Reel (TR)","1","600Ω@100MHz","±25%","650mΩ","200mA","-55℃~+125℃"
"C337876","BLM15HD182SH1D","muRata","1180","20","20","https://www.lcsc.com/product-detail/C337876.html","0402","Tape & Reel (TR)","1","1.8kΩ@100MHz","±25%","2.2Ω","200mA","-55℃~+125℃"
"C337877","BLM18AG102SH1D","muRata","28340","20","20","https://www.lcsc.com/product-detail/C337877.html","0603","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","500mΩ","450mA","-55℃~+125℃"
"C337878","BLM18AG151SN1D","muRata","73000","50","50","https://www.lcsc.com/product-detail/C337878.html","0603","Tape & Reel (TR)","1","150Ω@100MHz","±25%","250mΩ","700mA","-55℃~+125℃"
"C337880","BLM18EG471SN1D","muRata","11720","20","20","https://www.lcsc.com/product-detail/C337880.html","0603","Tape & Reel (TR)","1","470Ω@100MHz","±25%","210mΩ","500mA","-55℃~+125℃"
"C337882","BLM21AG102SH1D","muRata","3420","10","10","https://www.lcsc.com/product-detail/C337882.html","0805","Tape & Reel (TR)","1","1kΩ@100MHz","±25%","280mΩ","600mA","-55℃~+125℃"
"C337883","BLM21PG600SH1D","muRata","10170","10","10","https://www.lcsc.com/product-detail/C337883.html","0805","Tape & Reel (TR)","1","60Ω@100MHz","±25%","20mΩ","3.5A","-55℃~+125℃"
"C338243","NFZ15SG262SN10D","muRata","3780","10","10","https://www.lcsc.com/product-detail/C338243.html","0402","Tape & Reel (TR)","1","2.6kΩ@900MHz","-","800mΩ","350mA","-40℃~+85℃"
"C338244","NFZ18SM121SN10D","muRata","990","5","5","https://www.lcsc.com/product-detail/C338244.html","0603","Tape & Reel (TR)","1","120Ω@100MHz","±25%","140mΩ","1.25A","-55℃~+125℃"
